case_id,event_position,activity_name,timestamp,label,case,anomaly_type,anomaly_description
6,2,Activity C,2020-06-27 14:32:31:360,normal,normal,-,"-"
6,3,Activity E,2020-06-27 15:28:54:361,normal,normal,-,"-"
6,4,Activity D,2020-06-27 16:15:34:484,normal,normal,-,"-"
6,5,Activity I,2020-06-27 17:04:05:997,normal,normal,-,"-"
6,6,Activity L,2020-06-27 17:51:53:600,normal,normal,-,"-"
6,7,Activity J,2020-06-27 18:50:16:981,normal,normal,-,"-"
6,8,Activity B,2020-06-27 19:46:16:328,normal,normal,-,"-"
6,9,■,-,-,-,-,"-"
7,0,▶,-,-,-,-,"-"
7,1,Activity A,2020-06-27 14:01:35:553,normal,normal,-,"-"
7,2,Activity Y,2020-06-27 14:43:04:694,normal,normal,-,"-"
7,3,Activity B,2020-06-27 15:40:37:106,normal,normal,-,"-"
7,4,■,-,-,-,-,"-"
8,0,▶,-,-,-,-,"-"
8,1,Activity A,2020-06-27 14:01:45:553,normal,normal,-,"-"
8,2,Activity Y,2020-06-27 14:29:58:428,normal,normal,-,"-"
8,3,Activity B,2020-06-27 15:23:02:527,normal,normal,-,"-"
8,4,■,-,-,-,-,"-"
9,0,▶,-,-,-,-,"-"
9,1,Activity A,2020-06-27 14:01:55:553,normal,normal,-,"-"
9,2,Activity Y,2020-06-27 14:33:38:845,normal,normal,-,"-"
9,3,Activity B,2020-06-27 15:27:37:542,normal,normal,-,"-"
9,4,■,-,-,-,-,"-"
10,0,▶,-,-,-,-,"-"
10,1,Activity A,2020-06-27 14:02:05:553,normal,normal,-,"-"
10,2,Activity Y,2020-06-27 14:58:11:909,normal,normal,-,"-"
10,3,Activity B,2020-06-27 15:54:32:656,normal,normal,-,"-"
10,4,■,-,-,-,-,"-"
11,0,▶,-,-,-,-,"-"
11,1,Activity A,2020-06-27 14:02:15:553,normal,normal,-,"-"
11,2,Activity Z,2020-06-27 14:42:19:616,normal,normal,-,"-"
11,3,Activity AA,2020-06-27 15:41:33:916,normal,normal,-,"-"
11,4,Activity AC,2020-06-27 16:23:43:273,normal,normal,-,"-"
11,5,Activity AB,2020-06-27 16:56:55:374,normal,normal,-,"-"
11,6,Activity B,2020-06-27 17:54:42:599,normal,normal,-,"-"
11,7,■,-,-,-,-,"-"
12,0,▶,-,-,-,-,"-"
12,1,Activity A,2020-06-27 14:02:25:553,normal,normal,-,"-"
12,2,Activity Y,2020-06-27 14:28:55:946,normal,normal,-,"-"
12,3,Activity B,2020-06-27 15:25:39:808,normal,normal,-,"-"
12,4,■,-,-,-,-,"-"
13,0,▶,-,-,-,-,"-"
13,1,Activity A,2020-06-27 14:02:35:553,normal,normal,-,"-"
13,2,Activity Z,2020-06-27 14:18:49:140,normal,normal,-,"-"
13,3,Activity AA,2020-06-27 15:07:58:208,normal,normal,-,"-"
13,4,Activity AE,2020-06-27 15:40:26:263,normal,normal,-,"-"
13,5,Activity AB,2020-06-27 16:08:36:384,normal,normal,-,"-"
13,6,Activity B,2020-06-27 17:08:24:646,normal,normal,-,"-"
13,7,■,-,-,-,-,"-"
14,0,▶,-,-,-,-,"-"
14,1,Activity A,2020-06-27 14:02:45:553,normal,normal,-,"-"
14,2,Activity Y,2020-06-27 14:42:09:012,normal,normal,-,"-"
14,3,Activity B,2020-06-27 15:28:17:446,normal,normal,-,"-"
14,4,■,-,-,-,-,"-"
15,0,▶,-,-,-,-,"-"
15,1,Activity A,2020-06-27 14:02:55:553,normal,normal,-,"-"
15,2,Activity Y,2020-06-27 14:58:14:770,normal,normal,-,"-"
15,3,Activity B,2020-06-27 15:47:16:181,normal,normal,-,"-"
15,4,■,-,-,-,-,"-"
16,0,▶,-,-,-,-,"-"
16,1,Activity A,2020-06-27 14:03:05:553,normal,normal,-,"-"
16,2,Activity Y,2020-06-27 14:25:05:518,normal,normal,-,"-"
16,3,Activity B,2020-06-27 15:24:41:743,normal,normal,-,"-"
16,4,■,-,-,-,-,"-"
17,0,▶,-,-,-,-,"-"
17,1,Activity A,2020-06-27 14:03:15:553,normal,normal,-,"-"
17,2,Activity C,2020-06-27 14:35:19:144,normal,normal,-,"-"
17,3,Activity E,2020-06-27 15:20:31:105,normal,normal,-,"-"
17,4,Activity D,2020-06-27 16:04:10:934,normal,normal,-,"-"
17,5,Activity I,2020-06-27 16:50:58:435,normal,normal,-,"-"
17,6,Activity K,2020-06-27 17:38:08:956,normal,normal,-,"-"
17,7,Activity J,2020-06-27 18:31:03:972,normal,normal,-,"-"
17,8,Activity B,2020-06-27 18:47:59:430,normal,normal,-,"-"
17,9,■,-,-,-,-,"-"
18,0,▶,-,-,-,-,"-"
18,1,Activity A,2020-06-27 14:03:25:553,normal,normal,-,"-"
18,2,Activity O,2020-06-27 14:33:55:337,normal,normal,-,"-"
18,3,Activity U,2020-06-27 15:27:54:399,normal,normal,-,"-"
18,4,Activity W,2020-06-27 16:18:05:115,normal,normal,-,"-"
18,5,Activity V,2020-06-27 16:35:22:073,normal,normal,-,"-"
18,6,Activity P,2020-06-27 17:34:09:711,normal,normal,-,"-"
18,7,Activity B,2020-06-27 18:05:02:849,normal,normal,-,"-"
18,8,■,-,-,-,-,"-"
19,0,▶,-,-,-,-,"-"
19,1,Activity A,2020-06-27 14:03:35:553,normal,normal,-,"-"
19,2,Activity Y,2020-06-27 14:36:23:391,normal,normal,-,"-"
19,3,Activity B,2020-06-27 15:31:32:831,normal,normal,-,"-"
19,4,■,-,-,-,-,"-"
20,0,▶,-,-,-,-,"-"
20,1,Activity A,2020-06-27 14:03:45:553,normal,normal,-,"-"
20,2,Activity Y,2020-06-27 14:54:27:965,normal,normal,-,"-"
20,3,Activity B,2020-06-27 15:45:14:116,normal,normal,-,"-"
20,4,■,-,-,-,-,"-"
21,0,▶,-,-,-,-,"-"
21,1,Activity A,2020-06-27 14:03:55:553,normal,normal,-,"-"
21,2,Activity Y,2020-06-27 14:37:27:500,normal,normal,-,"-"
21,3,Activity B,2020-06-27 15:34:50:877,normal,normal,-,"-"
21,4,■,-,-,-,-,"-"
22,0,▶,-,-,-,-,"-"
22,1,Activity A,2020-06-27 14:04:05:553,normal,normal,-,"-"
22,2,Activity C,2020-06-27 14:59:38:505,normal,normal,-,"-"
22,3,Activity E,2020-06-27 15:46:18:998,normal,normal,-,"-"
22,4,Activity D,2020-06-27 16:38:08:212,normal,normal,-,"-"
22,5,Activity I,2020-06-27 17:09:34:796,normal,normal,-,"-"
22,6,Activity L,2020-06-27 18:08:49:040,normal,normal,-,"-"
22,7,Activity J,2020-06-27 18:46:09:802,normal,normal,-,"-"
22,8,Activity B,2020-06-27 19:42:16:744,normal,normal,-,"-"
22,9,■,-,-,-,-,"-"
23,0,▶,-,-,-,-,"-"
23,1,Activity A,2020-06-27 14:04:15:553,normal,normal,-,"-"
23,2,Activity C,2020-06-27 14:51:46:523,normal,normal,-,"-"
23,3,Activity F,2020-06-27 15:41:44:554,normal,normal,-,"-"
23,4,Activity D,2020-06-27 16:21:50:847,normal,normal,-,"-"
23,5,Activity I,2020-06-27 17:07:38:068,normal,normal,-,"-"
23,6,Activity M,2020-06-27 17:55:42:602,normal,normal,-,"-"
23,7,Activity J,2020-06-27 18:41:35:828,normal,normal,-,"-"
23,8,Activity B,2020-06-27 19:20:05:229,normal,normal,-,"-"
23,9,■,-,-,-,-,"-"
24,0,▶,-,-,-,-,"-"
24,1,Activity A,2020-06-27 14:04:25:553,normal,normal,-,"-"
24,2,Activity Z,2020-06-27 14:38:03:849,normal,normal,-,"-"
24,3,Activity AA,2020-06-27 15:33:42:160,normal,normal,-,"-"
24,4,Activity AC,2020-06-27 16:30:49:909,normal,normal,-,"-"
24,5,Activity AB,2020-06-27 16:46:17:147,normal,normal,-,"-"
24,6,Activity B,2020-06-27 17:37:12:059,normal,normal,-,"-"
24,7,■,-,-,-,-,"-"
25,0,▶,-,-,-,-,"-"
25,1,Activity A,2020-06-27 14:04:35:553,normal,normal,-,"-"
25,2,Activity C,2020-06-27 14:31:15:330,normal,normal,-,"-"
25,3,Activity F,2020-06-27 15:27:49:176,normal,normal,-,"-"
25,4,Activity D,2020-06-27 16:21:16:485,normal,normal,-,"-"
25,5,Activity I,2020-06-27 16:55:14:996,normal,normal,-,"-"
25,6,Activity N,2020-06-27 17:46:55:808,normal,normal,-,"-"
25,7,Activity J,2020-06-27 18:45:18:783,normal,normal,-,"-"
25,8,Activity B,2020-06-27 19:36:24:814,normal,normal,-,"-"
25,9,■,-,-,-,-,"-"
26,0,▶,-,-,-,-,"-"
26,1,Activity A,2020-06-27 14:04:45:553,normal,normal,-,"-"
26,2,Activity Y,2020-06-27 14:44:12:811,normal,normal,-,"-"
26,3,Activity B,2020-06-27 15:34:13:367,normal,normal,-,"-"
26,4,■,-,-,-,-,"-"
27,0,▶,-,-,-,-,"-"
27,1,Activity A,2020-06-27 14:04:55:553,normal,normal,-,"-"
27,2,Activity Y,2020-06-27 14:25:11:675,normal,normal,-,"-"
27,3,Activity B,2020-06-27 15:17:22:434,normal,normal,-,"-"
27,4,■,-,-,-,-,"-"
28,0,▶,-,-,-,-,"-"
28,1,Activity A,2020-06-27 14:05:05:553,normal,normal,-,"-"
28,2,Activity Y,2020-06-27 14:21:16:930,normal,normal,-,"-"
28,3,Activity B,2020-06-27 15:09:41:486,normal,normal,-,"-"
28,4,■,-,-,-,-,"-"
29,0,▶,-,-,-,-,"-"
29,1,Activity A,2020-06-27 14:05:15:553,normal,normal,-,"-"
29,2,Activity C,2020-06-27 14:31:39:703,normal,normal,-,"-"
29,3,Activity F,2020-06-27 15:22:11:064,normal,normal,-,"-"
29,4,Activity D,2020-06-27 16:02:13:485,normal,normal,-,"-"
29,5,Activity I,2020-06-27 16:32:38:746,normal,normal,-,"-"
29,6,Activity L,2020-06-27 17:30:20:396,normal,normal,-,"-"
29,7,Activity J,2020-06-27 18:22:40:595,normal,normal,-,"-"
29,8,Activity B,2020-06-27 19:21:47:895,normal,normal,-,"-"
29,9,■,-,-,-,-,"-"
30,0,▶,-,-,-,-,"-"
30,1,Activity A,2020-06-27 14:05:25:553,normal,normal,-,"-"
30,2,Activity Y,2020-06-27 14:35:35:388,normal,normal,-,"-"
30,3,Activity B,2020-06-27 15:24:07:909,normal,normal,-,"-"
30,4,■,-,-,-,-,"-"
31,0,▶,-,-,-,-,"-"
31,1,Activity A,2020-06-27 14:05:35:553,normal,normal,-,"-"
31,2,Activity Z,2020-06-27 14:52:55:498,normal,normal,-,"-"
31,3,Activity AA,2020-06-27 15:44:44:278,normal,normal,-,"-"
31,4,Activity AE,2020-06-27 16:19:17:438,normal,normal,-,"-"
31,5,Activity AB,2020-06-27 16:56:37:735,normal,normal,-,"-"
31,6,Activity B,2020-06-27 17:46:27:937,normal,normal,-,"-"
31,7,■,-,-,-,-,"-"
32,0,▶,-,-,-,-,"-"
32,1,Activity A,2020-06-27 14:05:45:553,normal,normal,-,"-"
32,2,Activity C,2020-06-27 14:34:18:715,normal,normal,-,"-"
32,3,Activity F,2020-06-27 15:32:18:215,normal,normal,-,"-"
32,4,Activity D,2020-06-27 16:08:19:848,normal,normal,-,"-"
32,5,Activity I,2020-06-27 16:30:59:320,normal,normal,-,"-"
32,6,Activity K,2020-06-27 17:19:51:404,normal,normal,-,"-"
32,7,Activity J,2020-06-27 17:55:33:974,normal,normal,-,"-"
32,8,Activity B,2020-06-27 18:28:09:821,normal,normal,-,"-"
32,9,■,-,-,-,-,"-"
33,0,▶,-,-,-,-,"-"
33,1,Activity A,2020-06-27 14:05:55:553,normal,normal,-,"-"
33,2,Activity Y,2020-06-27 14:41:12:654,normal,normal,-,"-"
33,3,Activity B,2020-06-27 15:33:48:324,normal,normal,-,"-"
33,4,■,-,-,-,-,"-"
34,0,▶,-,-,-,-,"-"
34,1,Activity A,2020-06-27 14:06:05:553,normal,normal,-,"-"
34,2,Activity Y,2020-06-27 14:52:41:692,normal,normal,-,"-"
34,3,Activity B,2020-06-27 15:46:12:439,normal,normal,-,"-"
34,4,■,-,-,-,-,"-"
35,0,▶,-,-,-,-,"-"
35,1,Activity A,2020-06-27 14:06:15:553,normal,normal,-,"-"
35,2,Activity C,2020-06-27 14:29:27:860,normal,normal,-,"-"
35,3,Activity F,2020-06-27 15:17:20:424,normal,normal,-,"-"
35,4,Activity D,2020-06-27 15:52:10:312,normal,normal,-,"-"
35,5,Activity I,2020-06-27 16:14:32:399,normal,normal,-,"-"
35,6,Activity N,2020-06-27 17:01:52:888,normal,normal,-,"-"
35,7,Activity J,2020-06-27 17:35:31:689,normal,normal,-,"-"
35,8,Activity B,2020-06-27 18:07:57:629,normal,normal,-,"-"
35,9,■,-,-,-,-,"-"
36,0,▶,-,-,-,-,"-"
36,1,Activity A,2020-06-27 14:06:25:553,normal,normal,-,"-"
36,2,Activity Y,2020-06-27 14:34:57:739,normal,normal,-,"-"
36,3,Activity B,2020-06-27 15:27:33:536,normal,normal,-,"-"
36,4,■,-,-,-,-,"-"
37,0,▶,-,-,-,-,"-"
37,1,Activity A,2020-06-27 14:06:35:553,normal,normal,-,"-"
37,2,Activity Z,2020-06-27 14:38:07:785,normal,normal,-,"-"
37,3,Activity AA,2020-06-27 15:37:20:252,normal,normal,-,"-"
37,4,Activity AD,2020-06-27 16:13:58:505,normal,normal,-,"-"
37,5,Activity AB,2020-06-27 16:46:09:789,normal,normal,-,"-"
37,6,Activity B,2020-06-27 17:43:48:478,normal,normal,-,"-"
37,7,■,-,-,-,-,"-"
38,0,▶,-,-,-,-,"-"
38,1,Activity A,2020-06-27 14:06:45:553,normal,normal,-,"-"
38,2,Activity Y,2020-06-27 14:22:10:943,normal,normal,-,"-"
38,3,Activity B,2020-06-27 15:14:14:903,normal,normal,-,"-"
38,4,■,-,-,-,-,"-"
39,0,▶,-,-,-,-,"-"
39,1,Activity A,2020-06-27 14:06:55:553,normal,normal,-,"-"
39,2,Activity O,2020-06-27 14:44:24:975,normal,normal,-,"-"
39,3,Activity U,2020-06-27 15:39:07:036,normal,normal,-,"-"
39,4,Activity X,2020-06-27 16:25:45:429,normal,normal,-,"-"
39,5,Activity V,2020-06-27 16:43:21:545,normal,normal,-,"-"
39,6,Activity P,2020-06-27 17:41:48:775,normal,normal,-,"-"
39,7,Activity B,2020-06-27 18:27:17:724,normal,normal,-,"-"
39,8,■,-,-,-,-,"-"
40,0,▶,-,-,-,-,"-"
40,1,Activity A,2020-06-27 14:07:05:553,normal,normal,-,"-"
40,2,Activity C,2020-06-27 14:47:44:073,normal,normal,-,"-"
40,3,Activity E,2020-06-27 15:44:13:811,normal,normal,-,"-"
40,4,Activity D,2020-06-27 16:30:27:803,normal,normal,-,"-"
40,5,Activity I,2020-06-27 16:48:15:418,normal,normal,-,"-"
40,6,Activity K,2020-06-27 17:47:50:258,normal,normal,-,"-"
40,7,Activity J,2020-06-27 18:43:47:785,normal,normal,-,"-"
40,8,Activity B,2020-06-27 19:29:30:502,normal,normal,-,"-"
40,9,■,-,-,-,-,"-"
41,0,▶,-,-,-,-,"-"
41,1,Activity A,2020-06-27 14:07:15:553,normal,normal,-,"-"
41,2,Activity Y,2020-06-27 15:04:26:254,normal,normal,-,"-"
41,3,Activity B,2020-06-27 15:52:04:741,normal,normal,-,"-"
41,4,■,-,-,-,-,"-"
42,0,▶,-,-,-,-,"-"
42,1,Activity A,2020-06-27 14:07:25:553,anomalous,normal,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,2,Activity O,2020-06-27 15:02:31:082,anomalous,normal,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,3,Activity U,2020-06-27 15:51:36:111,anomalous,normal,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,4,Activity V,2020-06-27 16:51:29:908,anomalous,normal,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,5,Activity X,2020-06-27 17:15:19:657,anomalous,normal,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,6,Activity P,2020-06-27 18:01:31:167,anomalous,normal,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,7,Activity B,2020-06-27 18:43:38:660,anomalous,normal,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,8,■,-,-,-,-,"-"
43,0,▶,-,-,-,-,"-"
43,1,Activity A,2020-06-27 14:07:35:553,normal,normal,-,"-"
43,2,Activity C,2020-06-27 15:06:05:642,normal,normal,-,"-"
43,3,Activity E,2020-06-27 16:01:14:362,normal,normal,-,"-"
43,4,Activity D,2020-06-27 17:00:32:707,normal,normal,-,"-"
43,5,Activity I,2020-06-27 17:20:10:859,normal,normal,-,"-"
43,6,Activity M,2020-06-27 18:15:06:369,normal,normal,-,"-"
43,7,Activity J,2020-06-27 18:53:04:364,normal,normal,-,"-"
43,8,Activity B,2020-06-27 19:33:07:434,normal,normal,-,"-"
43,9,■,-,-,-,-,"-"
44,0,▶,-,-,-,-,"-"
44,1,Activity A,2020-06-27 14:07:45:553,normal,normal,-,"-"
44,2,Activity Y,2020-06-27 15:03:03:525,normal,normal,-,"-"
44,3,Activity B,2020-06-27 16:00:37:102,normal,normal,-,"-"
44,4,■,-,-,-,-,"-"
45,0,▶,-,-,-,-,"-"
45,1,Activity A,2020-06-27 14:07:55:553,normal,normal,-,"-"
45,2,Activity O,2020-06-27 14:53:02:795,normal,normal,-,"-"
45,3,Activity S,2020-06-27 15:40:13:148,normal,normal,-,"-"
45,4,Activity T,2020-06-27 16:28:11:600,normal,normal,-,"-"
45,5,Activity P,2020-06-27 17:10:15:296,normal,normal,-,"-"
45,6,Activity B,2020-06-27 17:57:04:099,normal,normal,-,"-"
45,7,■,-,-,-,-,"-"
46,0,▶,-,-,-,-,"-"
46,1,Activity A,2020-06-27 14:08:05:553,normal,normal,-,"-"
46,2,Activity O,2020-06-27 15:07:44:516,normal,normal,-,"-"
46,3,Activity Q,2020-06-27 16:07:31:405,normal,normal,-,"-"
46,4,Activity R,2020-06-27 16:59:27:862,normal,normal,-,"-"
46,5,Activity P,2020-06-27 17:29:53:932,normal,normal,-,"-"
46,6,Activity B,2020-06-27 18:18:06:090,normal,normal,-,"-"
46,7,■,-,-,-,-,"-"
47,0,▶,-,-,-,-,"-"
47,1,Activity A,2020-06-27 14:08:15:553,normal,normal,-,"-"
47,2,Activity Z,2020-06-27 15:01:29:498,normal,normal,-,"-"
47,3,Activity AA,2020-06-27 15:51:33:182,normal,normal,-,"-"
47,4,Activity AC,2020-06-27 16:21:45:439,normal,normal,-,"-"
47,5,Activity AB,2020-06-27 16:45:27:602,normal,normal,-,"-"
47,6,Activity B,2020-06-27 17:36:17:720,normal,normal,-,"-"
47,7,■,-,-,-,-,"-"
48,0,▶,-,-,-,-,"-"
48,1,Activity A,2020-06-27 14:08:25:553,normal,normal,-,"-"
48,2,Activity Z,2020-06-27 14:42:27:975,normal,normal,-,"-"
48,3,Activity AA,2020-06-27 15:31:05:558,normal,normal,-,"-"
48,4,Activity AD,2020-06-27 16:27:18:464,normal,normal,-,"-"
48,5,Activity AB,2020-06-27 17:17:19:767,normal,normal,-,"-"
48,6,Activity B,2020-06-27 18:16:59:420,normal,normal,-,"-"
48,7,■,-,-,-,-,"-"
49,0,▶,-,-,-,-,"-"
49,1,Activity A,2020-06-27 14:08:35:553,anomalous,normal,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,2,Activity O,2020-06-27 14:38:12:792,anomalous,normal,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,3,Activity T,2020-06-27 15:29:46:679,anomalous,normal,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,4,Activity P,2020-06-27 16:21:31:750,anomalous,normal,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,5,Activity S,2020-06-27 16:45:34:597,anomalous,normal,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,6,Activity B,2020-06-27 17:39:15:129,anomalous,normal,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,7,■,-,-,-,-,"-"
50,0,▶,-,-,-,-,"-"
50,1,Activity A,2020-06-27 14:08:45:553,normal,normal,-,"-"
50,2,Activity O,2020-06-27 14:30:51:056,normal,normal,-,"-"
50,3,Activity U,2020-06-27 15:19:25:542,normal,normal,-,"-"
50,4,Activity X,2020-06-27 15:49:56:659,normal,normal,-,"-"
50,5,Activity V,2020-06-27 16:27:29:991,normal,normal,-,"-"
50,6,Activity P,2020-06-27 17:20:21:554,normal,normal,-,"-"
50,7,Activity B,2020-06-27 18:17:35:737,normal,normal,-,"-"
50,8,■,-,-,-,-,"-"
51,0,▶,-,-,-,-,"-"
51,1,Activity A,2020-06-27 14:08:55:553,normal,normal,-,"-"
51,2,Activity Z,2020-06-27 14:25:44:492,normal,normal,-,"-"
51,3,Activity AA,2020-06-27 15:23:31:899,normal,normal,-,"-"
51,4,Activity AD,2020-06-27 16:07:21:911,normal,normal,-,"-"
51,5,Activity AB,2020-06-27 16:36:22:676,normal,normal,-,"-"
51,6,Activity B,2020-06-27 17:22:44:723,normal,normal,-,"-"
51,7,■,-,-,-,-,"-"
52,0,▶,-,-,-,-,"-"
52,1,Activity A,2020-06-27 14:09:05:553,normal,normal,-,"-"
52,2,Activity C,2020-06-27 14:54:19:079,normal,normal,-,"-"
52,3,Activity F,2020-06-27 15:53:11:611,normal,normal,-,"-"
52,4,Activity D,2020-06-27 16:37:42:750,normal,normal,-,"-"
52,5,Activity I,2020-06-27 16:59:21:258,normal,normal,-,"-"
52,6,Activity L,2020-06-27 17:48:02:988,normal,normal,-,"-"
52,7,Activity J,2020-06-27 18:36:21:410,normal,normal,-,"-"
52,8,Activity B,2020-06-27 18:56:57:966,normal,normal,-,"-"
52,9,■,-,-,-,-,"-"
53,0,▶,-,-,-,-,"-"
53,1,Activity A,2020-06-27 14:09:15:553,normal,normal,-,"-"
53,2,Activity Y,2020-06-27 14:24:46:898,normal,normal,-,"-"
53,3,Activity B,2020-06-27 15:14:48:673,normal,normal,-,"-"
53,4,■,-,-,-,-,"-"
54,0,▶,-,-,-,-,"-"
54,1,Activity A,2020-06-27 14:09:25:553,normal,normal,-,"-"
54,2,Activity C,2020-06-27 14:35:56:238,normal,normal,-,"-"
54,3,Activity F,2020-06-27 15:35:32:040,normal,normal,-,"-"
54,4,Activity D,2020-06-27 16:16:26:856,normal,normal,-,"-"
54,5,Activity I,2020-06-27 17:03:15:554,normal,normal,-,"-"
54,6,Activity K,2020-06-27 17:56:07:334,normal,normal,-,"-"
54,7,Activity J,2020-06-27 18:35:34:234,normal,normal,-,"-"
54,8,Activity B,2020-06-27 19:05:37:526,normal,normal,-,"-"
54,9,■,-,-,-,-,"-"
55,0,▶,-,-,-,-,"-"
55,1,Activity A,2020-06-27 14:09:35:553,normal,normal,-,"-"
55,2,Activity Z,2020-06-27 14:27:34:797,normal,normal,-,"-"
55,3,Activity AA,2020-06-27 15:24:19:066,normal,normal,-,"-"
55,4,Activity AF,2020-06-27 16:22:06:132,normal,normal,-,"-"
55,5,Activity AB,2020-06-27 16:43:18:607,normal,normal,-,"-"
55,6,Activity B,2020-06-27 17:34:05:498,normal,normal,-,"-"
55,7,■,-,-,-,-,"-"
56,0,▶,-,-,-,-,"-"
56,1,Activity A,2020-06-27 14:09:45:553,normal,normal,-,"-"
56,2,Activity C,2020-06-27 14:32:46:752,normal,normal,-,"-"
56,3,Activity F,2020-06-27 15:22:43:290,normal,normal,-,"-"
56,4,Activity D,2020-06-27 16:09:31:041,normal,normal,-,"-"
56,5,Activity I,2020-06-27 17:01:22:118,normal,normal,-,"-"
56,6,Activity L,2020-06-27 17:55:09:625,normal,normal,-,"-"
56,7,Activity J,2020-06-27 18:26:41:904,normal,normal,-,"-"
56,8,Activity B,2020-06-27 19:21:52:397,normal,normal,-,"-"
56,9,■,-,-,-,-,"-"
57,0,▶,-,-,-,-,"-"
57,1,Activity A,2020-06-27 14:09:55:553,normal,normal,-,"-"
57,2,Activity Z,2020-06-27 14:55:18:826,normal,normal,-,"-"
57,3,Activity AA,2020-06-27 15:54:01:513,normal,normal,-,"-"
57,4,Activity AC,2020-06-27 16:44:41:763,normal,normal,-,"-"
57,5,Activity AB,2020-06-27 16:59:53:066,normal,normal,-,"-"
57,6,Activity B,2020-06-27 17:48:10:289,normal,normal,-,"-"
57,7,■,-,-,-,-,"-"
58,0,▶,-,-,-,-,"-"
58,1,Activity A,2020-06-27 14:10:05:553,normal,normal,-,"-"
58,2,Activity O,2020-06-27 15:04:42:564,normal,normal,-,"-"
58,3,Activity U,2020-06-27 15:51:20:721,normal,normal,-,"-"
58,4,Activity X,2020-06-27 16:27:56:734,normal,normal,-,"-"
58,5,Activity V,2020-06-27 17:12:38:046,normal,normal,-,"-"
58,6,Activity P,2020-06-27 18:00:13:659,normal,normal,-,"-"
58,7,Activity B,2020-06-27 18:45:04:567,normal,normal,-,"-"
58,8,■,-,-,-,-,"-"
59,0,▶,-,-,-,-,"-"
59,1,Activity A,2020-06-27 14:10:15:553,normal,normal,-,"-"
59,2,Activity Y,2020-06-27 14:56:02:474,normal,normal,-,"-"
59,3,Activity B,2020-06-27 15:46:36:302,normal,normal,-,"-"
