case_id,event_position,activity_name,timestamp,label,anomaly_type,anomaly_description
16,0,▶,,normal,-,-
16,1,Activity A,,normal,-,-
16,2,Activity Y,,normal,-,-
16,3,Activity B,,normal,-,-
16,4,■,,normal,-,-
17,0,▶,,normal,-,-
17,1,Activity A,,normal,-,-
17,2,Activity C,,normal,-,-
17,3,Activity E,,normal,-,-
17,4,Activity D,,normal,-,-
17,5,Activity I,,normal,-,-
17,6,Activity K,,normal,-,-
17,7,Activity J,,normal,-,-
17,8,Activity B,,normal,-,-
17,9,■,,normal,-,-
18,0,▶,,normal,-,-
18,1,Activity A,,normal,-,-
18,2,Activity O,,normal,-,-
18,3,Activity U,,normal,-,-
18,4,Activity W,,normal,-,-
18,5,Activity V,,normal,-,-
18,6,Activity P,,normal,-,-
18,7,Activity B,,normal,-,-
18,8,■,,normal,-,-
19,0,▶,,normal,-,-
19,1,Activity A,,normal,-,-
19,2,Activity Y,,normal,-,-
19,3,Activity B,,normal,-,-
19,4,■,,normal,-,-
20,0,▶,,normal,-,-
20,1,Activity A,,normal,-,-
20,2,Activity Y,,normal,-,-
20,3,Activity B,,normal,-,-
20,4,■,,normal,-,-
21,0,▶,,normal,-,-
21,1,Activity A,,normal,-,-
21,2,Activity Y,,normal,-,-
21,3,Activity B,,normal,-,-
21,4,■,,normal,-,-
22,0,▶,,normal,-,-
22,1,Activity A,,normal,-,-
22,2,Activity C,,normal,-,-
22,3,Activity E,,normal,-,-
22,4,Activity D,,normal,-,-
22,5,Activity I,,normal,-,-
22,6,Activity L,,normal,-,-
22,7,Activity J,,normal,-,-
22,8,Activity B,,normal,-,-
22,9,■,,normal,-,-
23,0,▶,,normal,-,-
23,1,Activity A,,normal,-,-
23,2,Activity C,,normal,-,-
23,3,Activity F,,normal,-,-
23,4,Activity D,,normal,-,-
23,5,Activity I,,normal,-,-
23,6,Activity M,,normal,-,-
23,7,Activity J,,normal,-,-
23,8,Activity B,,normal,-,-
23,9,■,,normal,-,-
24,0,▶,,normal,-,-
24,1,Activity A,,normal,-,-
24,2,Activity Z,,normal,-,-
24,3,Activity AA,,normal,-,-
24,4,Activity AC,,normal,-,-
24,5,Activity AB,,normal,-,-
24,6,Activity B,,normal,-,-
24,7,■,,normal,-,-
25,0,▶,,normal,-,-
25,1,Activity A,,normal,-,-
25,2,Activity C,,normal,-,-
25,3,Activity F,,normal,-,-
25,4,Activity D,,normal,-,-
25,5,Activity I,,normal,-,-
25,6,Activity N,,normal,-,-
25,7,Activity J,,normal,-,-
25,8,Activity B,,normal,-,-
25,9,■,,normal,-,-
26,0,▶,,normal,-,-
26,1,Activity A,,normal,-,-
26,2,Activity Y,,normal,-,-
26,3,Activity B,,normal,-,-
26,4,■,,normal,-,-
27,0,▶,,normal,-,-
27,1,Activity A,,normal,-,-
27,2,Activity Y,,normal,-,-
27,3,Activity B,,normal,-,-
27,4,■,,normal,-,-
28,0,▶,,normal,-,-
28,1,Activity A,,normal,-,-
28,2,Activity Y,,normal,-,-
28,3,Activity B,,normal,-,-
28,4,■,,normal,-,-
29,0,▶,,normal,-,-
29,1,Activity A,,normal,-,-
29,2,Activity C,,normal,-,-
29,3,Activity F,,normal,-,-
29,4,Activity D,,normal,-,-
29,5,Activity I,,normal,-,-
29,6,Activity L,,normal,-,-
29,7,Activity J,,normal,-,-
29,8,Activity B,,normal,-,-
29,9,■,,normal,-,-
30,0,▶,,normal,-,-
30,1,Activity A,,normal,-,-
30,2,Activity Y,,normal,-,-
30,3,Activity B,,normal,-,-
30,4,■,,normal,-,-
31,0,▶,,normal,-,-
31,1,Activity A,,normal,-,-
31,2,Activity Z,,normal,-,-
31,3,Activity AA,,normal,-,-
31,4,Activity AE,,normal,-,-
31,5,Activity AB,,normal,-,-
31,6,Activity B,,normal,-,-
31,7,■,,normal,-,-
32,0,▶,,normal,-,-
32,1,Activity A,,normal,-,-
32,2,Activity C,,normal,-,-
32,3,Activity F,,normal,-,-
32,4,Activity D,,normal,-,-
32,5,Activity I,,normal,-,-
32,6,Activity K,,normal,-,-
32,7,Activity J,,normal,-,-
32,8,Activity B,,normal,-,-
32,9,■,,normal,-,-
33,0,▶,,normal,-,-
33,1,Activity A,,normal,-,-
33,2,Activity Y,,normal,-,-
33,3,Activity B,,normal,-,-
33,4,■,,normal,-,-
34,0,▶,,normal,-,-
34,1,Activity A,,normal,-,-
34,2,Activity Y,,normal,-,-
34,3,Activity B,,normal,-,-
34,4,■,,normal,-,-
35,0,▶,,normal,-,-
35,1,Activity A,,normal,-,-
35,2,Activity C,,normal,-,-
35,3,Activity F,,normal,-,-
35,4,Activity D,,normal,-,-
35,5,Activity I,,normal,-,-
35,6,Activity N,,normal,-,-
35,7,Activity J,,normal,-,-
35,8,Activity B,,normal,-,-
35,9,■,,normal,-,-
36,0,▶,,normal,-,-
36,1,Activity A,,normal,-,-
36,2,Activity Y,,normal,-,-
36,3,Activity B,,normal,-,-
36,4,■,,normal,-,-
37,0,▶,,normal,-,-
37,1,Activity A,,normal,-,-
37,2,Activity Z,,normal,-,-
37,3,Activity AA,,normal,-,-
37,4,Activity AD,,normal,-,-
37,5,Activity AB,,normal,-,-
37,6,Activity B,,normal,-,-
37,7,■,,normal,-,-
38,0,▶,,normal,-,-
38,1,Activity A,,normal,-,-
38,2,Activity Y,,normal,-,-
38,3,Activity B,,normal,-,-
38,4,■,,normal,-,-
39,0,▶,,normal,-,-
39,1,Activity A,,normal,-,-
39,2,Activity O,,normal,-,-
39,3,Activity U,,normal,-,-
39,4,Activity X,,normal,-,-
39,5,Activity V,,normal,-,-
39,6,Activity P,,normal,-,-
39,7,Activity B,,normal,-,-
39,8,■,,normal,-,-
40,0,▶,,normal,-,-
40,1,Activity A,,normal,-,-
40,2,Activity C,,normal,-,-
40,3,Activity E,,normal,-,-
40,4,Activity D,,normal,-,-
40,5,Activity I,,normal,-,-
40,6,Activity K,,normal,-,-
40,7,Activity J,,normal,-,-
40,8,Activity B,,normal,-,-
40,9,■,,normal,-,-
41,0,▶,,normal,-,-
41,1,Activity A,,normal,-,-
41,2,Activity Y,,normal,-,-
41,3,Activity B,,normal,-,-
41,4,■,,normal,-,-
42,0,▶,,anomalous,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,1,Activity A,,anomalous,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,2,Activity O,,anomalous,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,3,Activity U,,anomalous,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,4,Activity V,,anomalous,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,5,Activity X,,anomalous,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,6,Activity P,,anomalous,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,7,Activity B,,anomalous,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
42,8,■,,anomalous,Late,"{'shift_from': 3, 'shift_to': 4, 'size': 1}"
43,0,▶,,normal,-,-
43,1,Activity A,,normal,-,-
43,2,Activity C,,normal,-,-
43,3,Activity E,,normal,-,-
43,4,Activity D,,normal,-,-
43,5,Activity I,,normal,-,-
43,6,Activity M,,normal,-,-
43,7,Activity J,,normal,-,-
43,8,Activity B,,normal,-,-
43,9,■,,normal,-,-
44,0,▶,,normal,-,-
44,1,Activity A,,normal,-,-
44,2,Activity Y,,normal,-,-
44,3,Activity B,,normal,-,-
44,4,■,,normal,-,-
45,0,▶,,normal,-,-
45,1,Activity A,,normal,-,-
45,2,Activity O,,normal,-,-
45,3,Activity S,,normal,-,-
45,4,Activity T,,normal,-,-
45,5,Activity P,,normal,-,-
45,6,Activity B,,normal,-,-
45,7,■,,normal,-,-
46,0,▶,,normal,-,-
46,1,Activity A,,normal,-,-
46,2,Activity O,,normal,-,-
46,3,Activity Q,,normal,-,-
46,4,Activity R,,normal,-,-
46,5,Activity P,,normal,-,-
46,6,Activity B,,normal,-,-
46,7,■,,normal,-,-
47,0,▶,,normal,-,-
47,1,Activity A,,normal,-,-
47,2,Activity Z,,normal,-,-
47,3,Activity AA,,normal,-,-
47,4,Activity AC,,normal,-,-
47,5,Activity AB,,normal,-,-
47,6,Activity B,,normal,-,-
47,7,■,,normal,-,-
48,0,▶,,normal,-,-
48,1,Activity A,,normal,-,-
48,2,Activity Z,,normal,-,-
48,3,Activity AA,,normal,-,-
48,4,Activity AD,,normal,-,-
48,5,Activity AB,,normal,-,-
48,6,Activity B,,normal,-,-
48,7,■,,normal,-,-
49,0,▶,,anomalous,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,1,Activity A,,anomalous,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,2,Activity O,,anomalous,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,3,Activity T,,anomalous,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,4,Activity P,,anomalous,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,5,Activity S,,anomalous,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,6,Activity B,,anomalous,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
49,7,■,,anomalous,Early,"{'shift_from': 5, 'shift_to': 2, 'size': 2}"
50,0,▶,,normal,-,-
50,1,Activity A,,normal,-,-
50,2,Activity O,,normal,-,-
50,3,Activity U,,normal,-,-
50,4,Activity X,,normal,-,-
50,5,Activity V,,normal,-,-
50,6,Activity P,,normal,-,-
50,7,Activity B,,normal,-,-
50,8,■,,normal,-,-
51,0,▶,,normal,-,-
51,1,Activity A,,normal,-,-
51,2,Activity Z,,normal,-,-
51,3,Activity AA,,normal,-,-
51,4,Activity AD,,normal,-,-
51,5,Activity AB,,normal,-,-
51,6,Activity B,,normal,-,-
51,7,■,,normal,-,-
52,0,▶,,normal,-,-
52,1,Activity A,,normal,-,-
52,2,Activity C,,normal,-,-
52,3,Activity F,,normal,-,-
52,4,Activity D,,normal,-,-
52,5,Activity I,,normal,-,-
52,6,Activity L,,normal,-,-
52,7,Activity J,,normal,-,-
52,8,Activity B,,normal,-,-
52,9,■,,normal,-,-
53,0,▶,,normal,-,-
53,1,Activity A,,normal,-,-
53,2,Activity Y,,normal,-,-
53,3,Activity B,,normal,-,-
53,4,■,,normal,-,-
54,0,▶,,normal,-,-
54,1,Activity A,,normal,-,-
54,2,Activity C,,normal,-,-
54,3,Activity F,,normal,-,-
54,4,Activity D,,normal,-,-
54,5,Activity I,,normal,-,-
54,6,Activity K,,normal,-,-
54,7,Activity J,,normal,-,-
54,8,Activity B,,normal,-,-
54,9,■,,normal,-,-
55,0,▶,,normal,-,-
55,1,Activity A,,normal,-,-
55,2,Activity Z,,normal,-,-
55,3,Activity AA,,normal,-,-
55,4,Activity AF,,normal,-,-
55,5,Activity AB,,normal,-,-
55,6,Activity B,,normal,-,-
55,7,■,,normal,-,-
56,0,▶,,normal,-,-
56,1,Activity A,,normal,-,-
56,2,Activity C,,normal,-,-
56,3,Activity F,,normal,-,-
56,4,Activity D,,normal,-,-
56,5,Activity I,,normal,-,-
56,6,Activity L,,normal,-,-
56,7,Activity J,,normal,-,-
56,8,Activity B,,normal,-,-
56,9,■,,normal,-,-
57,0,▶,,normal,-,-
57,1,Activity A,,normal,-,-
57,2,Activity Z,,normal,-,-
57,3,Activity AA,,normal,-,-
57,4,Activity AC,,normal,-,-
57,5,Activity AB,,normal,-,-
57,6,Activity B,,normal,-,-
57,7,■,,normal,-,-
58,0,▶,,normal,-,-
58,1,Activity A,,normal,-,-
58,2,Activity O,,normal,-,-
58,3,Activity U,,normal,-,-
58,4,Activity X,,normal,-,-
58,5,Activity V,,normal,-,-
58,6,Activity P,,normal,-,-
58,7,Activity B,,normal,-,-
58,8,■,,normal,-,-
59,0,▶,,normal,-,-
59,1,Activity A,,normal,-,-
59,2,Activity Y,,normal,-,-
59,3,Activity B,,normal,-,-
59,4,■,,normal,-,-
60,0,▶,,normal,-,-
60,1,Activity A,,normal,-,-
60,2,Activity O,,normal,-,-
60,3,Activity U,,normal,-,-
60,4,Activity W,,normal,-,-
60,5,Activity V,,normal,-,-
60,6,Activity P,,normal,-,-
60,7,Activity B,,normal,-,-
60,8,■,,normal,-,-
61,0,▶,,normal,-,-
61,1,Activity A,,normal,-,-
61,2,Activity Z,,normal,-,-
61,3,Activity AA,,normal,-,-
61,4,Activity AE,,normal,-,-
61,5,Activity AB,,normal,-,-
61,6,Activity B,,normal,-,-
61,7,■,,normal,-,-
62,0,▶,,normal,-,-
62,1,Activity A,,normal,-,-
62,2,Activity Y,,normal,-,-
62,3,Activity B,,normal,-,-
62,4,■,,normal,-,-
63,0,▶,,normal,-,-
63,1,Activity A,,normal,-,-
63,2,Activity C,,normal,-,-
63,3,Activity F,,normal,-,-
63,4,Activity D,,normal,-,-
63,5,Activity I,,normal,-,-
63,6,Activity N,,normal,-,-
63,7,Activity J,,normal,-,-
63,8,Activity B,,normal,-,-
63,9,■,,normal,-,-
64,0,▶,,normal,-,-
64,1,Activity A,,normal,-,-
64,2,Activity Z,,normal,-,-
64,3,Activity AA,,normal,-,-
64,4,Activity AE,,normal,-,-
64,5,Activity AB,,normal,-,-
64,6,Activity B,,normal,-,-
64,7,■,,normal,-,-
65,0,▶,,normal,-,-
65,1,Activity A,,normal,-,-
65,2,Activity Z,,normal,-,-
65,3,Activity AA,,normal,-,-
65,4,Activity AE,,normal,-,-
65,5,Activity AB,,normal,-,-
65,6,Activity B,,normal,-,-
65,7,■,,normal,-,-
66,0,▶,,normal,-,-
66,1,Activity A,,normal,-,-
66,2,Activity Y,,normal,-,-
66,3,Activity B,,normal,-,-
66,4,■,,normal,-,-
67,0,▶,,normal,-,-
67,1,Activity A,,normal,-,-
67,2,Activity O,,normal,-,-
67,3,Activity S,,normal,-,-
67,4,Activity T,,normal,-,-
67,5,Activity P,,normal,-,-
67,6,Activity B,,normal,-,-
67,7,■,,normal,-,-
68,0,▶,,normal,-,-
68,1,Activity A,,normal,-,-
68,2,Activity Y,,normal,-,-
68,3,Activity B,,normal,-,-
68,4,■,,normal,-,-
69,0,▶,,normal,-,-
69,1,Activity A,,normal,-,-
69,2,Activity C,,normal,-,-
69,3,Activity E,,normal,-,-
69,4,Activity D,,normal,-,-
69,5,Activity I,,normal,-,-
69,6,Activity M,,normal,-,-
69,7,Activity J,,normal,-,-
69,8,Activity B,,normal,-,-
69,9,■,,normal,-,-
70,0,▶,,normal,-,-
70,1,Activity A,,normal,-,-
70,2,Activity C,,normal,-,-
70,3,Activity F,,normal,-,-
70,4,Activity D,,normal,-,-
70,5,Activity I,,normal,-,-
70,6,Activity L,,normal,-,-
70,7,Activity J,,normal,-,-
70,8,Activity B,,normal,-,-
70,9,■,,normal,-,-
71,0,▶,,normal,-,-
71,1,Activity A,,normal,-,-
71,2,Activity Y,,normal,-,-
71,3,Activity B,,normal,-,-
71,4,■,,normal,-,-
72,0,▶,,normal,-,-
72,1,Activity A,,normal,-,-
72,2,Activity O,,normal,-,-
72,3,Activity Q,,normal,-,-
72,4,Activity R,,normal,-,-
72,5,Activity P,,normal,-,-
72,6,Activity B,,normal,-,-
72,7,■,,normal,-,-
73,0,▶,,normal,-,-
73,1,Activity A,,normal,-,-
73,2,Activity Y,,normal,-,-
73,3,Activity B,,normal,-,-
73,4,■,,normal,-,-
74,0,▶,,normal,-,-
74,1,Activity A,,normal,-,-
74,2,Activity Y,,normal,-,-
74,3,Activity B,,normal,-,-
74,4,■,,normal,-,-
75,0,▶,,normal,-,-
75,1,Activity A,,normal,-,-
75,2,Activity Y,,normal,-,-
75,3,Activity B,,normal,-,-
75,4,■,,normal,-,-
76,0,▶,,normal,-,-
76,1,Activity A,,normal,-,-
76,2,Activity Y,,normal,-,-
76,3,Activity B,,normal,-,-
76,4,■,,normal,-,-
77,0,▶,,normal,-,-
77,1,Activity A,,normal,-,-
77,2,Activity C,,normal,-,-
77,3,Activity E,,normal,-,-
77,4,Activity D,,normal,-,-
77,5,Activity I,,normal,-,-
77,6,Activity L,,normal,-,-
77,7,Activity J,,normal,-,-
77,8,Activity B,,normal,-,-
77,9,■,,normal,-,-
78,0,▶,,normal,-,-
78,1,Activity A,,normal,-,-
78,2,Activity Z,,normal,-,-
78,3,Activity AA,,normal,-,-
78,4,Activity AD,,normal,-,-
78,5,Activity AB,,normal,-,-
78,6,Activity B,,normal,-,-
78,7,■,,normal,-,-
79,0,▶,,normal,-,-
79,1,Activity A,,normal,-,-
79,2,Activity Y,,normal,-,-
79,3,Activity B,,normal,-,-
79,4,■,,normal,-,-
80,0,▶,,normal,-,-
80,1,Activity A,,normal,-,-
80,2,Activity C,,normal,-,-
80,3,Activity E,,normal,-,-
80,4,Activity D,,normal,-,-
80,5,Activity I,,normal,-,-
80,6,Activity L,,normal,-,-
80,7,Activity J,,normal,-,-
80,8,Activity B,,normal,-,-
80,9,■,,normal,-,-
81,0,▶,,normal,-,-
81,1,Activity A,,normal,-,-
81,2,Activity Z,,normal,-,-
81,3,Activity AA,,normal,-,-
81,4,Activity AC,,normal,-,-
81,5,Activity AB,,normal,-,-
81,6,Activity B,,normal,-,-
81,7,■,,normal,-,-
82,0,▶,,normal,-,-
82,1,Activity A,,normal,-,-
82,2,Activity O,,normal,-,-
82,3,Activity Q,,normal,-,-
82,4,Activity R,,normal,-,-
82,5,Activity P,,normal,-,-
82,6,Activity B,,normal,-,-
82,7,■,,normal,-,-
83,0,▶,,normal,-,-
83,1,Activity A,,normal,-,-
83,2,Activity C,,normal,-,-
83,3,Activity F,,normal,-,-
83,4,Activity D,,normal,-,-
83,5,Activity I,,normal,-,-
83,6,Activity L,,normal,-,-
83,7,Activity J,,normal,-,-
83,8,Activity B,,normal,-,-
83,9,■,,normal,-,-
84,0,▶,,normal,-,-
84,1,Activity A,,normal,-,-
84,2,Activity Z,,normal,-,-
84,3,Activity AA,,normal,-,-
84,4,Activity AC,,normal,-,-
84,5,Activity AB,,normal,-,-
84,6,Activity B,,normal,-,-
84,7,■,,normal,-,-
85,0,▶,,normal,-,-
85,1,Activity A,,normal,-,-
85,2,Activity O,,normal,-,-
85,3,Activity Q,,normal,-,-
85,4,Activity R,,normal,-,-
85,5,Activity P,,normal,-,-
85,6,Activity B,,normal,-,-
85,7,■,,normal,-,-
86,0,▶,,normal,-,-
86,1,Activity A,,normal,-,-
86,2,Activity O,,normal,-,-
86,3,Activity Q,,normal,-,-
86,4,Activity R,,normal,-,-
86,5,Activity P,,normal,-,-
86,6,Activity B,,normal,-,-
86,7,■,,normal,-,-
87,0,▶,,normal,-,-
87,1,Activity A,,normal,-,-
87,2,Activity C,,normal,-,-
87,3,Activity F,,normal,-,-
87,4,Activity D,,normal,-,-
87,5,Activity I,,normal,-,-
87,6,Activity K,,normal,-,-
87,7,Activity J,,normal,-,-
87,8,Activity B,,normal,-,-
87,9,■,,normal,-,-
88,0,▶,,normal,-,-
88,1,Activity A,,normal,-,-
88,2,Activity C,,normal,-,-
88,3,Activity F,,normal,-,-
88,4,Activity D,,normal,-,-
88,5,Activity I,,normal,-,-
88,6,Activity M,,normal,-,-
88,7,Activity J,,normal,-,-
88,8,Activity B,,normal,-,-
88,9,■,,normal,-,-
89,0,▶,,normal,-,-
89,1,Activity A,,normal,-,-
89,2,Activity C,,normal,-,-
89,3,Activity F,,normal,-,-
89,4,Activity D,,normal,-,-
89,5,Activity I,,normal,-,-
89,6,Activity L,,normal,-,-
89,7,Activity J,,normal,-,-
89,8,Activity B,,normal,-,-
89,9,■,,normal,-,-
90,0,▶,,normal,-,-
90,1,Activity A,,normal,-,-
90,2,Activity O,,normal,-,-
90,3,Activity U,,normal,-,-
90,4,Activity X,,normal,-,-
90,5,Activity V,,normal,-,-
90,6,Activity P,,normal,-,-
90,7,Activity B,,normal,-,-
90,8,■,,normal,-,-
91,0,▶,,normal,-,-
91,1,Activity A,,normal,-,-
91,2,Activity Z,,normal,-,-
91,3,Activity AA,,normal,-,-
91,4,Activity AE,,normal,-,-
91,5,Activity AB,,normal,-,-
91,6,Activity B,,normal,-,-
91,7,■,,normal,-,-
92,0,▶,,normal,-,-
92,1,Activity A,,normal,-,-
92,2,Activity Y,,normal,-,-
92,3,Activity B,,normal,-,-
92,4,■,,normal,-,-
93,0,▶,,normal,-,-
93,1,Activity A,,normal,-,-
93,2,Activity Y,,normal,-,-
93,3,Activity B,,normal,-,-
93,4,■,,normal,-,-
94,0,▶,,normal,-,-
94,1,Activity A,,normal,-,-
94,2,Activity O,,normal,-,-
94,3,Activity U,,normal,-,-
94,4,Activity W,,normal,-,-
94,5,Activity V,,normal,-,-
94,6,Activity P,,normal,-,-
94,7,Activity B,,normal,-,-
94,8,■,,normal,-,-
95,0,▶,,normal,-,-
95,1,Activity A,,normal,-,-
95,2,Activity O,,normal,-,-
95,3,Activity U,,normal,-,-
95,4,Activity X,,normal,-,-
95,5,Activity V,,normal,-,-
95,6,Activity P,,normal,-,-
95,7,Activity B,,normal,-,-
95,8,■,,normal,-,-
96,0,▶,,normal,-,-
96,1,Activity A,,normal,-,-
96,2,Activity C,,normal,-,-
96,3,Activity E,,normal,-,-
96,4,Activity D,,normal,-,-
96,5,Activity I,,normal,-,-
96,6,Activity K,,normal,-,-
96,7,Activity J,,normal,-,-
96,8,Activity B,,normal,-,-
96,9,■,,normal,-,-
97,0,▶,,normal,-,-
97,1,Activity A,,normal,-,-
97,2,Activity Z,,normal,-,-
97,3,Activity AA,,normal,-,-
97,4,Activity AD,,normal,-,-
97,5,Activity AB,,normal,-,-
97,6,Activity B,,normal,-,-
97,7,■,,normal,-,-
98,0,▶,,normal,-,-
98,1,Activity A,,normal,-,-
98,2,Activity C,,normal,-,-
98,3,Activity E,,normal,-,-
98,4,Activity D,,normal,-,-
98,5,Activity I,,normal,-,-
98,6,Activity K,,normal,-,-
98,7,Activity J,,normal,-,-
98,8,Activity B,,normal,-,-
98,9,■,,normal,-,-
99,0,▶,,normal,-,-
99,1,Activity A,,normal,-,-
99,2,Activity O,,normal,-,-
99,3,Activity S,,normal,-,-
99,4,Activity T,,normal,-,-
99,5,Activity P,,normal,-,-
99,6,Activity B,,normal,-,-
99,7,■,,normal,-,-
100,0,▶,,normal,-,-
100,1,Activity A,,normal,-,-
100,2,Activity Y,,normal,-,-
100,3,Activity B,,normal,-,-
100,4,■,,normal,-,-
101,0,▶,,normal,-,-
101,1,Activity A,,normal,-,-
101,2,Activity O,,normal,-,-
101,3,Activity S,,normal,-,-
101,4,Activity T,,normal,-,-
101,5,Activity P,,normal,-,-
101,6,Activity B,,normal,-,-
101,7,■,,normal,-,-
102,0,▶,,normal,-,-
102,1,Activity A,,normal,-,-
102,2,Activity O,,normal,-,-
102,3,Activity S,,normal,-,-
102,4,Activity T,,normal,-,-
102,5,Activity P,,normal,-,-
102,6,Activity B,,normal,-,-
102,7,■,,normal,-,-
103,0,▶,,normal,-,-
103,1,Activity A,,normal,-,-
103,2,Activity C,,normal,-,-
103,3,Activity F,,normal,-,-
103,4,Activity D,,normal,-,-
103,5,Activity I,,normal,-,-
103,6,Activity L,,normal,-,-
103,7,Activity J,,normal,-,-
103,8,Activity B,,normal,-,-
103,9,■,,normal,-,-
104,0,▶,,normal,-,-
104,1,Activity A,,normal,-,-
104,2,Activity Y,,normal,-,-
104,3,Activity B,,normal,-,-
104,4,■,,normal,-,-
105,0,▶,,normal,-,-
105,1,Activity A,,normal,-,-
105,2,Activity Y,,normal,-,-
105,3,Activity B,,normal,-,-
105,4,■,,normal,-,-
106,0,▶,,normal,-,-
106,1,Activity A,,normal,-,-
106,2,Activity Y,,normal,-,-
106,3,Activity B,,normal,-,-
106,4,■,,normal,-,-
107,0,▶,,normal,-,-
107,1,Activity A,,normal,-,-
107,2,Activity Z,,normal,-,-
107,3,Activity AA,,normal,-,-
107,4,Activity AD,,normal,-,-
107,5,Activity AB,,normal,-,-
107,6,Activity B,,normal,-,-
107,7,■,,normal,-,-
108,0,▶,,normal,-,-
108,1,Activity A,,normal,-,-
108,2,Activity Y,,normal,-,-
108,3,Activity B,,normal,-,-
108,4,■,,normal,-,-
109,0,▶,,normal,-,-
109,1,Activity A,,normal,-,-
109,2,Activity Y,,normal,-,-
109,3,Activity B,,normal,-,-
109,4,■,,normal,-,-
110,0,▶,,normal,-,-
110,1,Activity A,,normal,-,-
110,2,Activity Z,,normal,-,-
110,3,Activity AA,,normal,-,-
