case_id,event_position,activity_name,timestamp,label,anomaly_type,anomaly_description
7,4,Activity AH,,anomalous,Rework,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
7,5,Activity A,,anomalous,Rework,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
7,6,Activity N,,anomalous,Rework,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
7,7,Activity O,,anomalous,Rework,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
7,8,Activity B,,anomalous,Rework,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
7,9,■,,anomalous,Rework,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
8,0,▶,,normal,-,-
8,1,Activity A,,normal,-,-
8,2,Activity N,,normal,-,-
8,3,Activity Y,,normal,-,-
8,4,Activity AB,,normal,-,-
8,5,Activity Z,,normal,-,-
8,6,Activity O,,normal,-,-
8,7,Activity B,,normal,-,-
8,8,■,,normal,-,-
9,0,▶,,normal,-,-
9,1,Activity A,,normal,-,-
9,2,Activity C,,normal,-,-
9,3,Activity K,,normal,-,-
9,4,Activity D,,normal,-,-
9,5,Activity B,,normal,-,-
9,6,■,,normal,-,-
10,0,▶,,normal,-,-
10,1,Activity A,,normal,-,-
10,2,Activity N,,normal,-,-
10,3,Activity AG,,normal,-,-
10,4,Activity AH,,normal,-,-
10,5,Activity O,,normal,-,-
10,6,Activity B,,normal,-,-
10,7,■,,normal,-,-
11,0,▶,,normal,-,-
11,1,Activity A,,normal,-,-
11,2,Activity N,,normal,-,-
11,3,Activity R,,normal,-,-
11,4,Activity T,,normal,-,-
11,5,Activity S,,normal,-,-
11,6,Activity O,,normal,-,-
11,7,Activity B,,normal,-,-
11,8,■,,normal,-,-
12,0,▶,,normal,-,-
12,1,Activity A,,normal,-,-
12,2,Activity N,,normal,-,-
12,3,Activity P,,normal,-,-
12,4,Activity Q,,normal,-,-
12,5,Activity O,,normal,-,-
12,6,Activity B,,normal,-,-
12,7,■,,normal,-,-
13,0,▶,,normal,-,-
13,1,Activity A,,normal,-,-
13,2,Activity N,,normal,-,-
13,3,Activity AE,,normal,-,-
13,4,Activity AF,,normal,-,-
13,5,Activity O,,normal,-,-
13,6,Activity B,,normal,-,-
13,7,■,,normal,-,-
14,0,▶,,normal,-,-
14,1,Activity A,,normal,-,-
14,2,Activity N,,normal,-,-
14,3,Activity AE,,normal,-,-
14,4,Activity AF,,normal,-,-
14,5,Activity O,,normal,-,-
14,6,Activity B,,normal,-,-
14,7,■,,normal,-,-
15,0,▶,,normal,-,-
15,1,Activity A,,normal,-,-
15,2,Activity N,,normal,-,-
15,3,Activity AG,,normal,-,-
15,4,Activity AH,,normal,-,-
15,5,Activity O,,normal,-,-
15,6,Activity B,,normal,-,-
15,7,■,,normal,-,-
16,0,▶,,normal,-,-
16,1,Activity A,,normal,-,-
16,2,Activity N,,normal,-,-
16,3,Activity AG,,normal,-,-
16,4,Activity AH,,normal,-,-
16,5,Activity O,,normal,-,-
16,6,Activity B,,normal,-,-
16,7,■,,normal,-,-
17,0,▶,,normal,-,-
17,1,Activity A,,normal,-,-
17,2,Activity N,,normal,-,-
17,3,Activity P,,normal,-,-
17,4,Activity Q,,normal,-,-
17,5,Activity O,,normal,-,-
17,6,Activity B,,normal,-,-
17,7,■,,normal,-,-
18,0,▶,,anomalous,Early,"{'shift_from': 5, 'shift_to': 0, 'size': 1}"
18,1,Activity O,,anomalous,Early,"{'shift_from': 5, 'shift_to': 0, 'size': 1}"
18,2,Activity A,,anomalous,Early,"{'shift_from': 5, 'shift_to': 0, 'size': 1}"
18,3,Activity N,,anomalous,Early,"{'shift_from': 5, 'shift_to': 0, 'size': 1}"
18,4,Activity AE,,anomalous,Early,"{'shift_from': 5, 'shift_to': 0, 'size': 1}"
18,5,Activity AF,,anomalous,Early,"{'shift_from': 5, 'shift_to': 0, 'size': 1}"
18,6,Activity B,,anomalous,Early,"{'shift_from': 5, 'shift_to': 0, 'size': 1}"
18,7,■,,anomalous,Early,"{'shift_from': 5, 'shift_to': 0, 'size': 1}"
19,0,▶,,normal,-,-
19,1,Activity A,,normal,-,-
19,2,Activity N,,normal,-,-
19,3,Activity AE,,normal,-,-
19,4,Activity AF,,normal,-,-
19,5,Activity O,,normal,-,-
19,6,Activity B,,normal,-,-
19,7,■,,normal,-,-
20,0,▶,,anomalous,Early,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
20,1,Activity A,,anomalous,Early,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
20,2,Activity C,,anomalous,Early,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
20,3,Activity E,,anomalous,Early,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
20,4,Activity H,,anomalous,Early,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
20,5,Activity D,,anomalous,Early,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
20,6,Activity F,,anomalous,Early,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
20,7,Activity B,,anomalous,Early,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
20,8,■,,anomalous,Early,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
21,0,▶,,normal,-,-
21,1,Activity A,,normal,-,-
21,2,Activity N,,normal,-,-
21,3,Activity R,,normal,-,-
21,4,Activity W,,normal,-,-
21,5,Activity S,,normal,-,-
21,6,Activity O,,normal,-,-
21,7,Activity B,,normal,-,-
21,8,■,,normal,-,-
22,0,▶,,anomalous,Insert,{'indices': [0]}
22,1,Random activity 17,,anomalous,Insert,{'indices': [0]}
22,2,Activity A,,anomalous,Insert,{'indices': [0]}
22,3,Activity N,,anomalous,Insert,{'indices': [0]}
22,4,Activity R,,anomalous,Insert,{'indices': [0]}
22,5,Activity W,,anomalous,Insert,{'indices': [0]}
22,6,Activity S,,anomalous,Insert,{'indices': [0]}
22,7,Activity O,,anomalous,Insert,{'indices': [0]}
22,8,Activity B,,anomalous,Insert,{'indices': [0]}
22,9,■,,anomalous,Insert,{'indices': [0]}
23,0,▶,,normal,-,-
23,1,Activity A,,normal,-,-
23,2,Activity C,,normal,-,-
23,3,Activity K,,normal,-,-
23,4,Activity D,,normal,-,-
23,5,Activity B,,normal,-,-
23,6,■,,normal,-,-
24,0,▶,,normal,-,-
24,1,Activity A,,normal,-,-
24,2,Activity N,,normal,-,-
24,3,Activity AG,,normal,-,-
24,4,Activity AH,,normal,-,-
24,5,Activity O,,normal,-,-
24,6,Activity B,,normal,-,-
24,7,■,,normal,-,-
25,0,▶,,normal,-,-
25,1,Activity A,,normal,-,-
25,2,Activity N,,normal,-,-
25,3,Activity AE,,normal,-,-
25,4,Activity AF,,normal,-,-
25,5,Activity O,,normal,-,-
25,6,Activity B,,normal,-,-
25,7,■,,normal,-,-
26,0,▶,,normal,-,-
26,1,Activity A,,normal,-,-
26,2,Activity N,,normal,-,-
26,3,Activity AG,,normal,-,-
26,4,Activity AH,,normal,-,-
26,5,Activity O,,normal,-,-
26,6,Activity B,,normal,-,-
26,7,■,,normal,-,-
27,0,▶,,normal,-,-
27,1,Activity A,,normal,-,-
27,2,Activity N,,normal,-,-
27,3,Activity R,,normal,-,-
27,4,Activity W,,normal,-,-
27,5,Activity S,,normal,-,-
27,6,Activity O,,normal,-,-
27,7,Activity B,,normal,-,-
27,8,■,,normal,-,-
28,0,▶,,normal,-,-
28,1,Activity A,,normal,-,-
28,2,Activity N,,normal,-,-
28,3,Activity R,,normal,-,-
28,4,Activity W,,normal,-,-
28,5,Activity S,,normal,-,-
28,6,Activity O,,normal,-,-
28,7,Activity B,,normal,-,-
28,8,■,,normal,-,-
29,0,▶,,normal,-,-
29,1,Activity A,,normal,-,-
29,2,Activity N,,normal,-,-
29,3,Activity AG,,normal,-,-
29,4,Activity AH,,normal,-,-
29,5,Activity O,,normal,-,-
29,6,Activity B,,normal,-,-
29,7,■,,normal,-,-
30,0,▶,,normal,-,-
30,1,Activity A,,normal,-,-
30,2,Activity N,,normal,-,-
30,3,Activity Y,,normal,-,-
30,4,Activity AC,,normal,-,-
30,5,Activity Z,,normal,-,-
30,6,Activity O,,normal,-,-
30,7,Activity B,,normal,-,-
30,8,■,,normal,-,-
31,0,▶,,normal,-,-
31,1,Activity A,,normal,-,-
31,2,Activity N,,normal,-,-
31,3,Activity Y,,normal,-,-
31,4,Activity AC,,normal,-,-
31,5,Activity Z,,normal,-,-
31,6,Activity O,,normal,-,-
31,7,Activity B,,normal,-,-
31,8,■,,normal,-,-
32,0,▶,,normal,-,-
32,1,Activity A,,normal,-,-
32,2,Activity C,,normal,-,-
32,3,Activity K,,normal,-,-
32,4,Activity D,,normal,-,-
32,5,Activity B,,normal,-,-
32,6,■,,normal,-,-
33,0,▶,,normal,-,-
33,1,Activity A,,normal,-,-
33,2,Activity N,,normal,-,-
33,3,Activity R,,normal,-,-
33,4,Activity X,,normal,-,-
33,5,Activity S,,normal,-,-
33,6,Activity O,,normal,-,-
33,7,Activity B,,normal,-,-
33,8,■,,normal,-,-
34,0,▶,,normal,-,-
34,1,Activity A,,normal,-,-
34,2,Activity C,,normal,-,-
34,3,Activity E,,normal,-,-
34,4,Activity I,,normal,-,-
34,5,Activity F,,normal,-,-
34,6,Activity D,,normal,-,-
34,7,Activity B,,normal,-,-
34,8,■,,normal,-,-
35,0,▶,,normal,-,-
35,1,Activity A,,normal,-,-
35,2,Activity N,,normal,-,-
35,3,Activity P,,normal,-,-
35,4,Activity Q,,normal,-,-
35,5,Activity O,,normal,-,-
35,6,Activity B,,normal,-,-
35,7,■,,normal,-,-
36,0,▶,,normal,-,-
36,1,Activity A,,normal,-,-
36,2,Activity N,,normal,-,-
36,3,Activity P,,normal,-,-
36,4,Activity Q,,normal,-,-
36,5,Activity O,,normal,-,-
36,6,Activity B,,normal,-,-
36,7,■,,normal,-,-
37,0,▶,,normal,-,-
37,1,Activity A,,normal,-,-
37,2,Activity N,,normal,-,-
37,3,Activity R,,normal,-,-
37,4,Activity T,,normal,-,-
37,5,Activity S,,normal,-,-
37,6,Activity O,,normal,-,-
37,7,Activity B,,normal,-,-
37,8,■,,normal,-,-
38,0,▶,,normal,-,-
38,1,Activity A,,normal,-,-
38,2,Activity N,,normal,-,-
38,3,Activity AE,,normal,-,-
38,4,Activity AF,,normal,-,-
38,5,Activity O,,normal,-,-
38,6,Activity B,,normal,-,-
38,7,■,,normal,-,-
39,0,▶,,normal,-,-
39,1,Activity A,,normal,-,-
39,2,Activity N,,normal,-,-
39,3,Activity R,,normal,-,-
39,4,Activity T,,normal,-,-
39,5,Activity S,,normal,-,-
39,6,Activity O,,normal,-,-
39,7,Activity B,,normal,-,-
39,8,■,,normal,-,-
40,0,▶,,normal,-,-
40,1,Activity A,,normal,-,-
40,2,Activity C,,normal,-,-
40,3,Activity K,,normal,-,-
40,4,Activity D,,normal,-,-
40,5,Activity B,,normal,-,-
40,6,■,,normal,-,-
41,0,▶,,normal,-,-
41,1,Activity A,,normal,-,-
41,2,Activity N,,normal,-,-
41,3,Activity AG,,normal,-,-
41,4,Activity AH,,normal,-,-
41,5,Activity O,,normal,-,-
41,6,Activity B,,normal,-,-
41,7,■,,normal,-,-
42,0,▶,,normal,-,-
42,1,Activity A,,normal,-,-
42,2,Activity C,,normal,-,-
42,3,Activity E,,normal,-,-
42,4,Activity H,,normal,-,-
42,5,Activity F,,normal,-,-
42,6,Activity D,,normal,-,-
42,7,Activity B,,normal,-,-
42,8,■,,normal,-,-
43,0,▶,,normal,-,-
43,1,Activity A,,normal,-,-
43,2,Activity N,,normal,-,-
43,3,Activity AG,,normal,-,-
43,4,Activity AH,,normal,-,-
43,5,Activity O,,normal,-,-
43,6,Activity B,,normal,-,-
43,7,■,,normal,-,-
44,0,▶,,normal,-,-
44,1,Activity A,,normal,-,-
44,2,Activity N,,normal,-,-
44,3,Activity AE,,normal,-,-
44,4,Activity AF,,normal,-,-
44,5,Activity O,,normal,-,-
44,6,Activity B,,normal,-,-
44,7,■,,normal,-,-
45,0,▶,,normal,-,-
45,1,Activity A,,normal,-,-
45,2,Activity N,,normal,-,-
45,3,Activity AG,,normal,-,-
45,4,Activity AH,,normal,-,-
45,5,Activity O,,normal,-,-
45,6,Activity B,,normal,-,-
45,7,■,,normal,-,-
46,0,▶,,normal,-,-
46,1,Activity A,,normal,-,-
46,2,Activity N,,normal,-,-
46,3,Activity R,,normal,-,-
46,4,Activity T,,normal,-,-
46,5,Activity S,,normal,-,-
46,6,Activity O,,normal,-,-
46,7,Activity B,,normal,-,-
46,8,■,,normal,-,-
47,0,▶,,normal,-,-
47,1,Activity A,,normal,-,-
47,2,Activity N,,normal,-,-
47,3,Activity AE,,normal,-,-
47,4,Activity AF,,normal,-,-
47,5,Activity O,,normal,-,-
47,6,Activity B,,normal,-,-
47,7,■,,normal,-,-
48,0,▶,,normal,-,-
48,1,Activity A,,normal,-,-
48,2,Activity N,,normal,-,-
48,3,Activity P,,normal,-,-
48,4,Activity Q,,normal,-,-
48,5,Activity O,,normal,-,-
48,6,Activity B,,normal,-,-
48,7,■,,normal,-,-
49,0,▶,,normal,-,-
49,1,Activity A,,normal,-,-
49,2,Activity N,,normal,-,-
49,3,Activity Y,,normal,-,-
49,4,Activity AC,,normal,-,-
49,5,Activity Z,,normal,-,-
49,6,Activity O,,normal,-,-
49,7,Activity B,,normal,-,-
49,8,■,,normal,-,-
50,0,▶,,normal,-,-
50,1,Activity A,,normal,-,-
50,2,Activity N,,normal,-,-
50,3,Activity R,,normal,-,-
50,4,Activity X,,normal,-,-
50,5,Activity S,,normal,-,-
50,6,Activity O,,normal,-,-
50,7,Activity B,,normal,-,-
50,8,■,,normal,-,-
51,0,▶,,normal,-,-
51,1,Activity A,,normal,-,-
51,2,Activity N,,normal,-,-
51,3,Activity AG,,normal,-,-
51,4,Activity AH,,normal,-,-
51,5,Activity O,,normal,-,-
51,6,Activity B,,normal,-,-
51,7,■,,normal,-,-
52,0,▶,,normal,-,-
52,1,Activity A,,normal,-,-
52,2,Activity N,,normal,-,-
52,3,Activity AG,,normal,-,-
52,4,Activity AH,,normal,-,-
52,5,Activity O,,normal,-,-
52,6,Activity B,,normal,-,-
52,7,■,,normal,-,-
53,0,▶,,normal,-,-
53,1,Activity A,,normal,-,-
53,2,Activity C,,normal,-,-
53,3,Activity K,,normal,-,-
53,4,Activity D,,normal,-,-
53,5,Activity B,,normal,-,-
53,6,■,,normal,-,-
54,0,▶,,normal,-,-
54,1,Activity A,,normal,-,-
54,2,Activity N,,normal,-,-
54,3,Activity AG,,normal,-,-
54,4,Activity AH,,normal,-,-
54,5,Activity O,,normal,-,-
54,6,Activity B,,normal,-,-
54,7,■,,normal,-,-
55,0,▶,,normal,-,-
55,1,Activity A,,normal,-,-
55,2,Activity N,,normal,-,-
55,3,Activity AG,,normal,-,-
55,4,Activity AH,,normal,-,-
55,5,Activity O,,normal,-,-
55,6,Activity B,,normal,-,-
55,7,■,,normal,-,-
56,0,▶,,normal,-,-
56,1,Activity A,,normal,-,-
56,2,Activity N,,normal,-,-
56,3,Activity AG,,normal,-,-
56,4,Activity AH,,normal,-,-
56,5,Activity O,,normal,-,-
56,6,Activity B,,normal,-,-
56,7,■,,normal,-,-
57,0,▶,,normal,-,-
57,1,Activity A,,normal,-,-
57,2,Activity N,,normal,-,-
57,3,Activity Y,,normal,-,-
57,4,Activity AD,,normal,-,-
57,5,Activity Z,,normal,-,-
57,6,Activity O,,normal,-,-
57,7,Activity B,,normal,-,-
57,8,■,,normal,-,-
58,0,▶,,normal,-,-
58,1,Activity A,,normal,-,-
58,2,Activity N,,normal,-,-
58,3,Activity AE,,normal,-,-
58,4,Activity AF,,normal,-,-
58,5,Activity O,,normal,-,-
58,6,Activity B,,normal,-,-
58,7,■,,normal,-,-
59,0,▶,,normal,-,-
59,1,Activity A,,normal,-,-
59,2,Activity C,,normal,-,-
59,3,Activity M,,normal,-,-
59,4,Activity D,,normal,-,-
59,5,Activity B,,normal,-,-
59,6,■,,normal,-,-
60,0,▶,,normal,-,-
60,1,Activity A,,normal,-,-
60,2,Activity N,,normal,-,-
60,3,Activity AE,,normal,-,-
60,4,Activity AF,,normal,-,-
60,5,Activity O,,normal,-,-
60,6,Activity B,,normal,-,-
60,7,■,,normal,-,-
61,0,▶,,normal,-,-
61,1,Activity A,,normal,-,-
61,2,Activity N,,normal,-,-
61,3,Activity R,,normal,-,-
61,4,Activity X,,normal,-,-
61,5,Activity S,,normal,-,-
61,6,Activity O,,normal,-,-
61,7,Activity B,,normal,-,-
61,8,■,,normal,-,-
62,0,▶,,normal,-,-
62,1,Activity A,,normal,-,-
62,2,Activity N,,normal,-,-
62,3,Activity R,,normal,-,-
62,4,Activity X,,normal,-,-
62,5,Activity S,,normal,-,-
62,6,Activity O,,normal,-,-
62,7,Activity B,,normal,-,-
62,8,■,,normal,-,-
63,0,▶,,anomalous,Insert,{'indices': [5]}
63,1,Activity A,,anomalous,Insert,{'indices': [5]}
63,2,Activity N,,anomalous,Insert,{'indices': [5]}
63,3,Activity Y,,anomalous,Insert,{'indices': [5]}
63,4,Activity AC,,anomalous,Insert,{'indices': [5]}
63,5,Activity Z,,anomalous,Insert,{'indices': [5]}
63,6,Random activity 18,,anomalous,Insert,{'indices': [5]}
63,7,Activity O,,anomalous,Insert,{'indices': [5]}
63,8,Activity B,,anomalous,Insert,{'indices': [5]}
63,9,■,,anomalous,Insert,{'indices': [5]}
64,0,▶,,normal,-,-
64,1,Activity A,,normal,-,-
64,2,Activity N,,normal,-,-
64,3,Activity R,,normal,-,-
64,4,Activity W,,normal,-,-
64,5,Activity S,,normal,-,-
64,6,Activity O,,normal,-,-
64,7,Activity B,,normal,-,-
64,8,■,,normal,-,-
65,0,▶,,normal,-,-
65,1,Activity A,,normal,-,-
65,2,Activity N,,normal,-,-
65,3,Activity R,,normal,-,-
65,4,Activity X,,normal,-,-
65,5,Activity S,,normal,-,-
65,6,Activity O,,normal,-,-
65,7,Activity B,,normal,-,-
65,8,■,,normal,-,-
66,0,▶,,normal,-,-
66,1,Activity A,,normal,-,-
66,2,Activity N,,normal,-,-
66,3,Activity AE,,normal,-,-
66,4,Activity AF,,normal,-,-
66,5,Activity O,,normal,-,-
66,6,Activity B,,normal,-,-
66,7,■,,normal,-,-
67,0,▶,,normal,-,-
67,1,Activity A,,normal,-,-
67,2,Activity N,,normal,-,-
67,3,Activity AG,,normal,-,-
67,4,Activity AH,,normal,-,-
67,5,Activity O,,normal,-,-
67,6,Activity B,,normal,-,-
67,7,■,,normal,-,-
68,0,▶,,normal,-,-
68,1,Activity A,,normal,-,-
68,2,Activity N,,normal,-,-
68,3,Activity AE,,normal,-,-
68,4,Activity AF,,normal,-,-
68,5,Activity O,,normal,-,-
68,6,Activity B,,normal,-,-
68,7,■,,normal,-,-
69,0,▶,,normal,-,-
69,1,Activity A,,normal,-,-
69,2,Activity N,,normal,-,-
69,3,Activity AE,,normal,-,-
69,4,Activity AF,,normal,-,-
69,5,Activity O,,normal,-,-
69,6,Activity B,,normal,-,-
69,7,■,,normal,-,-
70,0,▶,,normal,-,-
70,1,Activity A,,normal,-,-
70,2,Activity N,,normal,-,-
70,3,Activity P,,normal,-,-
70,4,Activity Q,,normal,-,-
70,5,Activity O,,normal,-,-
70,6,Activity B,,normal,-,-
70,7,■,,normal,-,-
71,0,▶,,normal,-,-
71,1,Activity A,,normal,-,-
71,2,Activity N,,normal,-,-
71,3,Activity R,,normal,-,-
71,4,Activity X,,normal,-,-
71,5,Activity S,,normal,-,-
71,6,Activity O,,normal,-,-
71,7,Activity B,,normal,-,-
71,8,■,,normal,-,-
72,0,▶,,normal,-,-
72,1,Activity A,,normal,-,-
72,2,Activity N,,normal,-,-
72,3,Activity R,,normal,-,-
72,4,Activity T,,normal,-,-
72,5,Activity S,,normal,-,-
72,6,Activity O,,normal,-,-
72,7,Activity B,,normal,-,-
72,8,■,,normal,-,-
73,0,▶,,normal,-,-
73,1,Activity A,,normal,-,-
73,2,Activity N,,normal,-,-
73,3,Activity R,,normal,-,-
73,4,Activity W,,normal,-,-
73,5,Activity S,,normal,-,-
73,6,Activity O,,normal,-,-
73,7,Activity B,,normal,-,-
73,8,■,,normal,-,-
74,0,▶,,normal,-,-
74,1,Activity A,,normal,-,-
74,2,Activity N,,normal,-,-
74,3,Activity R,,normal,-,-
74,4,Activity W,,normal,-,-
74,5,Activity S,,normal,-,-
74,6,Activity O,,normal,-,-
74,7,Activity B,,normal,-,-
74,8,■,,normal,-,-
75,0,▶,,normal,-,-
75,1,Activity A,,normal,-,-
75,2,Activity C,,normal,-,-
75,3,Activity E,,normal,-,-
75,4,Activity I,,normal,-,-
75,5,Activity F,,normal,-,-
75,6,Activity D,,normal,-,-
75,7,Activity B,,normal,-,-
75,8,■,,normal,-,-
76,0,▶,,normal,-,-
76,1,Activity A,,normal,-,-
76,2,Activity N,,normal,-,-
76,3,Activity AG,,normal,-,-
76,4,Activity AH,,normal,-,-
76,5,Activity O,,normal,-,-
76,6,Activity B,,normal,-,-
76,7,■,,normal,-,-
77,0,▶,,normal,-,-
77,1,Activity A,,normal,-,-
77,2,Activity N,,normal,-,-
77,3,Activity R,,normal,-,-
77,4,Activity T,,normal,-,-
77,5,Activity S,,normal,-,-
77,6,Activity O,,normal,-,-
77,7,Activity B,,normal,-,-
77,8,■,,normal,-,-
78,0,▶,,normal,-,-
78,1,Activity A,,normal,-,-
78,2,Activity N,,normal,-,-
78,3,Activity Y,,normal,-,-
78,4,Activity AC,,normal,-,-
78,5,Activity Z,,normal,-,-
78,6,Activity O,,normal,-,-
78,7,Activity B,,normal,-,-
78,8,■,,normal,-,-
79,0,▶,,normal,-,-
79,1,Activity A,,normal,-,-
79,2,Activity C,,normal,-,-
79,3,Activity M,,normal,-,-
79,4,Activity D,,normal,-,-
79,5,Activity B,,normal,-,-
79,6,■,,normal,-,-
80,0,▶,,normal,-,-
80,1,Activity A,,normal,-,-
80,2,Activity N,,normal,-,-
80,3,Activity Y,,normal,-,-
80,4,Activity AB,,normal,-,-
80,5,Activity Z,,normal,-,-
80,6,Activity O,,normal,-,-
80,7,Activity B,,normal,-,-
80,8,■,,normal,-,-
81,0,▶,,normal,-,-
81,1,Activity A,,normal,-,-
81,2,Activity N,,normal,-,-
81,3,Activity Y,,normal,-,-
81,4,Activity AB,,normal,-,-
81,5,Activity Z,,normal,-,-
81,6,Activity O,,normal,-,-
81,7,Activity B,,normal,-,-
81,8,■,,normal,-,-
82,0,▶,,normal,-,-
82,1,Activity A,,normal,-,-
82,2,Activity N,,normal,-,-
82,3,Activity AG,,normal,-,-
82,4,Activity AH,,normal,-,-
82,5,Activity O,,normal,-,-
82,6,Activity B,,normal,-,-
82,7,■,,normal,-,-
83,0,▶,,normal,-,-
83,1,Activity A,,normal,-,-
83,2,Activity N,,normal,-,-
83,3,Activity Y,,normal,-,-
83,4,Activity AA,,normal,-,-
83,5,Activity Z,,normal,-,-
83,6,Activity O,,normal,-,-
83,7,Activity B,,normal,-,-
83,8,■,,normal,-,-
84,0,▶,,normal,-,-
84,1,Activity A,,normal,-,-
84,2,Activity N,,normal,-,-
84,3,Activity AE,,normal,-,-
84,4,Activity AF,,normal,-,-
84,5,Activity O,,normal,-,-
84,6,Activity B,,normal,-,-
84,7,■,,normal,-,-
85,0,▶,,normal,-,-
85,1,Activity A,,normal,-,-
85,2,Activity N,,normal,-,-
85,3,Activity R,,normal,-,-
85,4,Activity W,,normal,-,-
85,5,Activity S,,normal,-,-
85,6,Activity O,,normal,-,-
85,7,Activity B,,normal,-,-
85,8,■,,normal,-,-
86,0,▶,,normal,-,-
86,1,Activity A,,normal,-,-
86,2,Activity N,,normal,-,-
86,3,Activity AG,,normal,-,-
