case_id,event_position,activity_name,timestamp,label,anomaly_type,anomaly_description
10,4,Activity Q,,normal,-,-
10,5,Activity M,,normal,-,-
10,6,Activity R,,normal,-,-
10,7,Activity W,,normal,-,-
10,8,Activity Y,,normal,-,-
10,9,Activity X,,normal,-,-
10,10,Activity S,,normal,-,-
10,11,Activity B,,normal,-,-
10,12,■,,normal,-,-
11,0,▶,,normal,-,-
11,1,Activity A,,normal,-,-
11,2,Activity AI,,normal,-,-
11,3,Activity AL,,normal,-,-
11,4,Activity AM,,normal,-,-
11,5,Activity AN,,normal,-,-
11,6,Activity AO,,normal,-,-
11,7,Activity AJ,,normal,-,-
11,8,Activity B,,normal,-,-
11,9,■,,normal,-,-
12,0,▶,,normal,-,-
12,1,Activity A,,normal,-,-
12,2,Activity AI,,normal,-,-
12,3,Activity AP,,normal,-,-
12,4,Activity AQ,,normal,-,-
12,5,Activity AR,,normal,-,-
12,6,Activity AS,,normal,-,-
12,7,Activity AJ,,normal,-,-
12,8,Activity B,,normal,-,-
12,9,■,,normal,-,-
13,0,▶,,normal,-,-
13,1,Activity A,,normal,-,-
13,2,Activity C,,normal,-,-
13,3,Activity D,,normal,-,-
13,4,Activity E,,normal,-,-
13,5,Activity I,,normal,-,-
13,6,Activity F,,normal,-,-
13,7,Activity J,,normal,-,-
13,8,Activity K,,normal,-,-
13,9,Activity B,,normal,-,-
13,10,■,,normal,-,-
14,0,▶,,normal,-,-
14,1,Activity A,,normal,-,-
14,2,Activity C,,normal,-,-
14,3,Activity D,,normal,-,-
14,4,Activity E,,normal,-,-
14,5,Activity I,,normal,-,-
14,6,Activity F,,normal,-,-
14,7,Activity J,,normal,-,-
14,8,Activity K,,normal,-,-
14,9,Activity B,,normal,-,-
14,10,■,,normal,-,-
15,0,▶,,normal,-,-
15,1,Activity A,,normal,-,-
15,2,Activity AI,,normal,-,-
15,3,Activity AL,,normal,-,-
15,4,Activity AM,,normal,-,-
15,5,Activity AN,,normal,-,-
15,6,Activity AO,,normal,-,-
15,7,Activity AJ,,normal,-,-
15,8,Activity B,,normal,-,-
15,9,■,,normal,-,-
16,0,▶,,normal,-,-
16,1,Activity A,,normal,-,-
16,2,Activity AI,,normal,-,-
16,3,Activity AK,,normal,-,-
16,4,Activity AJ,,normal,-,-
16,5,Activity B,,normal,-,-
16,6,■,,normal,-,-
17,0,▶,,normal,-,-
17,1,Activity A,,normal,-,-
17,2,Activity L,,normal,-,-
17,3,Activity N,,normal,-,-
17,4,Activity M,,normal,-,-
17,5,Activity R,,normal,-,-
17,6,Activity T,,normal,-,-
17,7,Activity U,,normal,-,-
17,8,Activity S,,normal,-,-
17,9,Activity B,,normal,-,-
17,10,■,,normal,-,-
18,0,▶,,normal,-,-
18,1,Activity A,,normal,-,-
18,2,Activity AI,,normal,-,-
18,3,Activity AL,,normal,-,-
18,4,Activity AM,,normal,-,-
18,5,Activity AN,,normal,-,-
18,6,Activity AO,,normal,-,-
18,7,Activity AJ,,normal,-,-
18,8,Activity B,,normal,-,-
18,9,■,,normal,-,-
19,0,▶,,normal,-,-
19,1,Activity A,,normal,-,-
19,2,Activity L,,normal,-,-
19,3,Activity P,,normal,-,-
19,4,Activity Q,,normal,-,-
19,5,Activity M,,normal,-,-
19,6,Activity R,,normal,-,-
19,7,Activity V,,normal,-,-
19,8,Activity S,,normal,-,-
19,9,Activity B,,normal,-,-
19,10,■,,normal,-,-
20,0,▶,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
20,1,Activity V,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
20,2,Activity S,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
20,3,Activity A,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
20,4,Activity L,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
20,5,Activity O,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
20,6,Activity M,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
20,7,Activity R,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
20,8,Activity B,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
20,9,■,,anomalous,Early,"{'shift_from': 7, 'shift_to': 0, 'size': 2}"
21,0,▶,,normal,-,-
21,1,Activity A,,normal,-,-
21,2,Activity AI,,normal,-,-
21,3,Activity AL,,normal,-,-
21,4,Activity AM,,normal,-,-
21,5,Activity AN,,normal,-,-
21,6,Activity AO,,normal,-,-
21,7,Activity AJ,,normal,-,-
21,8,Activity B,,normal,-,-
21,9,■,,normal,-,-
22,0,▶,,normal,-,-
22,1,Activity A,,normal,-,-
22,2,Activity AI,,normal,-,-
22,3,Activity AL,,normal,-,-
22,4,Activity AM,,normal,-,-
22,5,Activity AN,,normal,-,-
22,6,Activity AO,,normal,-,-
22,7,Activity AJ,,normal,-,-
22,8,Activity B,,normal,-,-
22,9,■,,normal,-,-
23,0,▶,,normal,-,-
23,1,Activity A,,normal,-,-
23,2,Activity AI,,normal,-,-
23,3,Activity AL,,normal,-,-
23,4,Activity AM,,normal,-,-
23,5,Activity AN,,normal,-,-
23,6,Activity AO,,normal,-,-
23,7,Activity AJ,,normal,-,-
23,8,Activity B,,normal,-,-
23,9,■,,normal,-,-
24,0,▶,,normal,-,-
24,1,Activity A,,normal,-,-
24,2,Activity L,,normal,-,-
24,3,Activity N,,normal,-,-
24,4,Activity M,,normal,-,-
24,5,Activity R,,normal,-,-
24,6,Activity W,,normal,-,-
24,7,Activity Z,,normal,-,-
24,8,Activity X,,normal,-,-
24,9,Activity S,,normal,-,-
24,10,Activity B,,normal,-,-
24,11,■,,normal,-,-
25,0,▶,,normal,-,-
25,1,Activity A,,normal,-,-
25,2,Activity AI,,normal,-,-
25,3,Activity AL,,normal,-,-
25,4,Activity AM,,normal,-,-
25,5,Activity AN,,normal,-,-
25,6,Activity AO,,normal,-,-
25,7,Activity AJ,,normal,-,-
25,8,Activity B,,normal,-,-
25,9,■,,normal,-,-
26,0,▶,,normal,-,-
26,1,Activity A,,normal,-,-
26,2,Activity C,,normal,-,-
26,3,Activity D,,normal,-,-
26,4,Activity E,,normal,-,-
26,5,Activity I,,normal,-,-
26,6,Activity F,,normal,-,-
26,7,Activity J,,normal,-,-
26,8,Activity K,,normal,-,-
26,9,Activity B,,normal,-,-
26,10,■,,normal,-,-
27,0,▶,,normal,-,-
27,1,Activity A,,normal,-,-
27,2,Activity AT,,normal,-,-
27,3,Activity AY,,normal,-,-
27,4,Activity AZ,,normal,-,-
27,5,Activity BA,,normal,-,-
27,6,Activity BB,,normal,-,-
27,7,Activity AU,,normal,-,-
27,8,Activity B,,normal,-,-
27,9,■,,normal,-,-
28,0,▶,,normal,-,-
28,1,Activity A,,normal,-,-
28,2,Activity C,,normal,-,-
28,3,Activity D,,normal,-,-
28,4,Activity E,,normal,-,-
28,5,Activity I,,normal,-,-
28,6,Activity F,,normal,-,-
28,7,Activity J,,normal,-,-
28,8,Activity K,,normal,-,-
28,9,Activity B,,normal,-,-
28,10,■,,normal,-,-
29,0,▶,,normal,-,-
29,1,Activity A,,normal,-,-
29,2,Activity L,,normal,-,-
29,3,Activity N,,normal,-,-
29,4,Activity M,,normal,-,-
29,5,Activity R,,normal,-,-
29,6,Activity AC,,normal,-,-
29,7,Activity AF,,normal,-,-
29,8,Activity AD,,normal,-,-
29,9,Activity S,,normal,-,-
29,10,Activity B,,normal,-,-
29,11,■,,normal,-,-
30,0,▶,,normal,-,-
30,1,Activity A,,normal,-,-
30,2,Activity AI,,normal,-,-
30,3,Activity AP,,normal,-,-
30,4,Activity AQ,,normal,-,-
30,5,Activity AR,,normal,-,-
30,6,Activity AS,,normal,-,-
30,7,Activity AJ,,normal,-,-
30,8,Activity B,,normal,-,-
30,9,■,,normal,-,-
31,0,▶,,normal,-,-
31,1,Activity A,,normal,-,-
31,2,Activity L,,normal,-,-
31,3,Activity N,,normal,-,-
31,4,Activity M,,normal,-,-
31,5,Activity R,,normal,-,-
31,6,Activity V,,normal,-,-
31,7,Activity S,,normal,-,-
31,8,Activity B,,normal,-,-
31,9,■,,normal,-,-
32,0,▶,,normal,-,-
32,1,Activity A,,normal,-,-
32,2,Activity AT,,normal,-,-
32,3,Activity AY,,normal,-,-
32,4,Activity AZ,,normal,-,-
32,5,Activity BA,,normal,-,-
32,6,Activity BB,,normal,-,-
32,7,Activity AU,,normal,-,-
32,8,Activity B,,normal,-,-
32,9,■,,normal,-,-
33,0,▶,,normal,-,-
33,1,Activity A,,normal,-,-
33,2,Activity AI,,normal,-,-
33,3,Activity AL,,normal,-,-
33,4,Activity AM,,normal,-,-
33,5,Activity AN,,normal,-,-
33,6,Activity AO,,normal,-,-
33,7,Activity AJ,,normal,-,-
33,8,Activity B,,normal,-,-
33,9,■,,normal,-,-
34,0,▶,,normal,-,-
34,1,Activity A,,normal,-,-
34,2,Activity C,,normal,-,-
34,3,Activity D,,normal,-,-
34,4,Activity E,,normal,-,-
34,5,Activity I,,normal,-,-
34,6,Activity F,,normal,-,-
34,7,Activity J,,normal,-,-
34,8,Activity K,,normal,-,-
34,9,Activity B,,normal,-,-
34,10,■,,normal,-,-
35,0,▶,,normal,-,-
35,1,Activity A,,normal,-,-
35,2,Activity AI,,normal,-,-
35,3,Activity AP,,normal,-,-
35,4,Activity AQ,,normal,-,-
35,5,Activity AR,,normal,-,-
35,6,Activity AS,,normal,-,-
35,7,Activity AJ,,normal,-,-
35,8,Activity B,,normal,-,-
35,9,■,,normal,-,-
36,0,▶,,normal,-,-
36,1,Activity A,,normal,-,-
36,2,Activity AT,,normal,-,-
36,3,Activity AY,,normal,-,-
36,4,Activity AZ,,normal,-,-
36,5,Activity BA,,normal,-,-
36,6,Activity BB,,normal,-,-
36,7,Activity AU,,normal,-,-
36,8,Activity B,,normal,-,-
36,9,■,,normal,-,-
37,0,▶,,normal,-,-
37,1,Activity A,,normal,-,-
37,2,Activity L,,normal,-,-
37,3,Activity N,,normal,-,-
37,4,Activity M,,normal,-,-
37,5,Activity R,,normal,-,-
37,6,Activity AC,,normal,-,-
37,7,Activity AF,,normal,-,-
37,8,Activity AD,,normal,-,-
37,9,Activity S,,normal,-,-
37,10,Activity B,,normal,-,-
37,11,■,,normal,-,-
38,0,▶,,normal,-,-
38,1,Activity A,,normal,-,-
38,2,Activity AI,,normal,-,-
38,3,Activity AL,,normal,-,-
38,4,Activity AM,,normal,-,-
38,5,Activity AN,,normal,-,-
38,6,Activity AO,,normal,-,-
38,7,Activity AJ,,normal,-,-
38,8,Activity B,,normal,-,-
38,9,■,,normal,-,-
39,0,▶,,normal,-,-
39,1,Activity A,,normal,-,-
39,2,Activity C,,normal,-,-
39,3,Activity D,,normal,-,-
39,4,Activity E,,normal,-,-
39,5,Activity I,,normal,-,-
39,6,Activity F,,normal,-,-
39,7,Activity J,,normal,-,-
39,8,Activity K,,normal,-,-
39,9,Activity B,,normal,-,-
39,10,■,,normal,-,-
40,0,▶,,normal,-,-
40,1,Activity A,,normal,-,-
40,2,Activity AI,,normal,-,-
40,3,Activity AP,,normal,-,-
40,4,Activity AQ,,normal,-,-
40,5,Activity AR,,normal,-,-
40,6,Activity AS,,normal,-,-
40,7,Activity AJ,,normal,-,-
40,8,Activity B,,normal,-,-
40,9,■,,normal,-,-
41,0,▶,,normal,-,-
41,1,Activity A,,normal,-,-
41,2,Activity L,,normal,-,-
41,3,Activity N,,normal,-,-
41,4,Activity M,,normal,-,-
41,5,Activity R,,normal,-,-
41,6,Activity AC,,normal,-,-
41,7,Activity AH,,normal,-,-
41,8,Activity AD,,normal,-,-
41,9,Activity S,,normal,-,-
41,10,Activity B,,normal,-,-
41,11,■,,normal,-,-
42,0,▶,,normal,-,-
42,1,Activity A,,normal,-,-
42,2,Activity C,,normal,-,-
42,3,Activity D,,normal,-,-
42,4,Activity E,,normal,-,-
42,5,Activity I,,normal,-,-
42,6,Activity F,,normal,-,-
42,7,Activity J,,normal,-,-
42,8,Activity K,,normal,-,-
42,9,Activity B,,normal,-,-
42,10,■,,normal,-,-
43,0,▶,,normal,-,-
43,1,Activity A,,normal,-,-
43,2,Activity AT,,normal,-,-
43,3,Activity AY,,normal,-,-
43,4,Activity AZ,,normal,-,-
43,5,Activity BA,,normal,-,-
43,6,Activity BB,,normal,-,-
43,7,Activity AU,,normal,-,-
43,8,Activity B,,normal,-,-
43,9,■,,normal,-,-
44,0,▶,,normal,-,-
44,1,Activity A,,normal,-,-
44,2,Activity AI,,normal,-,-
44,3,Activity AL,,normal,-,-
44,4,Activity AM,,normal,-,-
44,5,Activity AN,,normal,-,-
44,6,Activity AO,,normal,-,-
44,7,Activity AJ,,normal,-,-
44,8,Activity B,,normal,-,-
44,9,■,,normal,-,-
45,0,▶,,normal,-,-
45,1,Activity A,,normal,-,-
45,2,Activity AT,,normal,-,-
45,3,Activity AX,,normal,-,-
45,4,Activity AU,,normal,-,-
45,5,Activity B,,normal,-,-
45,6,■,,normal,-,-
46,0,▶,,normal,-,-
46,1,Activity A,,normal,-,-
46,2,Activity AT,,normal,-,-
46,3,Activity AY,,normal,-,-
46,4,Activity AZ,,normal,-,-
46,5,Activity BA,,normal,-,-
46,6,Activity BB,,normal,-,-
46,7,Activity AU,,normal,-,-
46,8,Activity B,,normal,-,-
46,9,■,,normal,-,-
47,0,▶,,normal,-,-
47,1,Activity A,,normal,-,-
47,2,Activity AI,,normal,-,-
47,3,Activity AL,,normal,-,-
47,4,Activity AM,,normal,-,-
47,5,Activity AN,,normal,-,-
47,6,Activity AO,,normal,-,-
47,7,Activity AJ,,normal,-,-
47,8,Activity B,,normal,-,-
47,9,■,,normal,-,-
48,0,▶,,normal,-,-
48,1,Activity A,,normal,-,-
48,2,Activity AI,,normal,-,-
48,3,Activity AL,,normal,-,-
48,4,Activity AM,,normal,-,-
48,5,Activity AN,,normal,-,-
48,6,Activity AO,,normal,-,-
48,7,Activity AJ,,normal,-,-
48,8,Activity B,,normal,-,-
48,9,■,,normal,-,-
49,0,▶,,normal,-,-
49,1,Activity A,,normal,-,-
49,2,Activity AT,,normal,-,-
49,3,Activity AY,,normal,-,-
49,4,Activity AZ,,normal,-,-
49,5,Activity BA,,normal,-,-
49,6,Activity BB,,normal,-,-
49,7,Activity AU,,normal,-,-
49,8,Activity B,,normal,-,-
49,9,■,,normal,-,-
50,0,▶,,normal,-,-
50,1,Activity A,,normal,-,-
50,2,Activity AI,,normal,-,-
50,3,Activity AL,,normal,-,-
50,4,Activity AM,,normal,-,-
50,5,Activity AN,,normal,-,-
50,6,Activity AO,,normal,-,-
50,7,Activity AJ,,normal,-,-
50,8,Activity B,,normal,-,-
50,9,■,,normal,-,-
51,0,▶,,normal,-,-
51,1,Activity A,,normal,-,-
51,2,Activity L,,normal,-,-
51,3,Activity N,,normal,-,-
51,4,Activity M,,normal,-,-
51,5,Activity R,,normal,-,-
51,6,Activity W,,normal,-,-
51,7,Activity Y,,normal,-,-
51,8,Activity X,,normal,-,-
51,9,Activity S,,normal,-,-
51,10,Activity B,,normal,-,-
51,11,■,,normal,-,-
52,0,▶,,normal,-,-
52,1,Activity A,,normal,-,-
52,2,Activity L,,normal,-,-
52,3,Activity N,,normal,-,-
52,4,Activity M,,normal,-,-
52,5,Activity R,,normal,-,-
52,6,Activity AC,,normal,-,-
52,7,Activity AF,,normal,-,-
52,8,Activity AD,,normal,-,-
52,9,Activity S,,normal,-,-
52,10,Activity B,,normal,-,-
52,11,■,,normal,-,-
53,0,▶,,normal,-,-
53,1,Activity A,,normal,-,-
53,2,Activity L,,normal,-,-
53,3,Activity N,,normal,-,-
53,4,Activity M,,normal,-,-
53,5,Activity R,,normal,-,-
53,6,Activity V,,normal,-,-
53,7,Activity S,,normal,-,-
53,8,Activity B,,normal,-,-
53,9,■,,normal,-,-
54,0,▶,,normal,-,-
54,1,Activity A,,normal,-,-
54,2,Activity AI,,normal,-,-
54,3,Activity AK,,normal,-,-
54,4,Activity AJ,,normal,-,-
54,5,Activity B,,normal,-,-
54,6,■,,normal,-,-
55,0,▶,,normal,-,-
55,1,Activity A,,normal,-,-
55,2,Activity C,,normal,-,-
55,3,Activity D,,normal,-,-
55,4,Activity E,,normal,-,-
55,5,Activity I,,normal,-,-
55,6,Activity F,,normal,-,-
55,7,Activity J,,normal,-,-
55,8,Activity K,,normal,-,-
55,9,Activity B,,normal,-,-
55,10,■,,normal,-,-
56,0,▶,,normal,-,-
56,1,Activity A,,normal,-,-
56,2,Activity C,,normal,-,-
56,3,Activity D,,normal,-,-
56,4,Activity E,,normal,-,-
56,5,Activity I,,normal,-,-
56,6,Activity F,,normal,-,-
56,7,Activity J,,normal,-,-
56,8,Activity K,,normal,-,-
56,9,Activity B,,normal,-,-
56,10,■,,normal,-,-
57,0,▶,,normal,-,-
57,1,Activity A,,normal,-,-
57,2,Activity C,,normal,-,-
57,3,Activity D,,normal,-,-
57,4,Activity E,,normal,-,-
57,5,Activity H,,normal,-,-
57,6,Activity F,,normal,-,-
57,7,Activity J,,normal,-,-
57,8,Activity K,,normal,-,-
57,9,Activity B,,normal,-,-
57,10,■,,normal,-,-
58,0,▶,,normal,-,-
58,1,Activity A,,normal,-,-
58,2,Activity AI,,normal,-,-
58,3,Activity AP,,normal,-,-
58,4,Activity AQ,,normal,-,-
58,5,Activity AR,,normal,-,-
58,6,Activity AS,,normal,-,-
58,7,Activity AJ,,normal,-,-
58,8,Activity B,,normal,-,-
58,9,■,,normal,-,-
59,0,▶,,normal,-,-
59,1,Activity A,,normal,-,-
59,2,Activity C,,normal,-,-
59,3,Activity D,,normal,-,-
59,4,Activity E,,normal,-,-
59,5,Activity I,,normal,-,-
59,6,Activity F,,normal,-,-
59,7,Activity J,,normal,-,-
59,8,Activity K,,normal,-,-
59,9,Activity B,,normal,-,-
59,10,■,,normal,-,-
60,0,▶,,normal,-,-
60,1,Activity A,,normal,-,-
60,2,Activity AT,,normal,-,-
60,3,Activity AV,,normal,-,-
60,4,Activity AW,,normal,-,-
60,5,Activity AU,,normal,-,-
60,6,Activity B,,normal,-,-
60,7,■,,normal,-,-
61,0,▶,,normal,-,-
61,1,Activity A,,normal,-,-
61,2,Activity L,,normal,-,-
61,3,Activity P,,normal,-,-
61,4,Activity Q,,normal,-,-
61,5,Activity M,,normal,-,-
61,6,Activity R,,normal,-,-
61,7,Activity W,,normal,-,-
61,8,Activity AB,,normal,-,-
61,9,Activity X,,normal,-,-
61,10,Activity S,,normal,-,-
61,11,Activity B,,normal,-,-
61,12,■,,normal,-,-
62,0,▶,,normal,-,-
62,1,Activity A,,normal,-,-
62,2,Activity AI,,normal,-,-
62,3,Activity AL,,normal,-,-
62,4,Activity AM,,normal,-,-
62,5,Activity AN,,normal,-,-
62,6,Activity AO,,normal,-,-
62,7,Activity AJ,,normal,-,-
62,8,Activity B,,normal,-,-
62,9,■,,normal,-,-
63,0,▶,,normal,-,-
63,1,Activity A,,normal,-,-
63,2,Activity C,,normal,-,-
63,3,Activity D,,normal,-,-
63,4,Activity E,,normal,-,-
63,5,Activity I,,normal,-,-
63,6,Activity F,,normal,-,-
63,7,Activity J,,normal,-,-
63,8,Activity K,,normal,-,-
63,9,Activity B,,normal,-,-
63,10,■,,normal,-,-
64,0,▶,,normal,-,-
64,1,Activity A,,normal,-,-
64,2,Activity AT,,normal,-,-
64,3,Activity AY,,normal,-,-
64,4,Activity AZ,,normal,-,-
64,5,Activity BA,,normal,-,-
64,6,Activity BB,,normal,-,-
64,7,Activity AU,,normal,-,-
64,8,Activity B,,normal,-,-
64,9,■,,normal,-,-
65,0,▶,,normal,-,-
65,1,Activity A,,normal,-,-
65,2,Activity AI,,normal,-,-
65,3,Activity AL,,normal,-,-
65,4,Activity AM,,normal,-,-
65,5,Activity AN,,normal,-,-
65,6,Activity AO,,normal,-,-
65,7,Activity AJ,,normal,-,-
65,8,Activity B,,normal,-,-
65,9,■,,normal,-,-
66,0,▶,,normal,-,-
66,1,Activity A,,normal,-,-
66,2,Activity AT,,normal,-,-
66,3,Activity AY,,normal,-,-
66,4,Activity AZ,,normal,-,-
66,5,Activity BA,,normal,-,-
66,6,Activity BB,,normal,-,-
66,7,Activity AU,,normal,-,-
66,8,Activity B,,normal,-,-
66,9,■,,normal,-,-
67,0,▶,,normal,-,-
67,1,Activity A,,normal,-,-
67,2,Activity L,,normal,-,-
67,3,Activity N,,normal,-,-
67,4,Activity M,,normal,-,-
67,5,Activity R,,normal,-,-
67,6,Activity V,,normal,-,-
67,7,Activity S,,normal,-,-
67,8,Activity B,,normal,-,-
67,9,■,,normal,-,-
68,0,▶,,normal,-,-
68,1,Activity A,,normal,-,-
68,2,Activity C,,normal,-,-
68,3,Activity D,,normal,-,-
68,4,Activity E,,normal,-,-
68,5,Activity I,,normal,-,-
68,6,Activity F,,normal,-,-
68,7,Activity J,,normal,-,-
68,8,Activity K,,normal,-,-
68,9,Activity B,,normal,-,-
68,10,■,,normal,-,-
69,0,▶,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AR', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AS', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
69,1,Activity A,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AR', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AS', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
69,2,Activity AI,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AR', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AS', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
69,3,Activity AP,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AR', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AS', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
69,4,Activity AQ,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AR', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AS', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
69,5,Activity AR,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AR', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AS', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
69,6,Activity AS,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AR', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AS', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
69,7,Activity AJ,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AR', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AS', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
69,8,Activity AR,,anomalous,Rework,"{'size': 3, 'start': 7, 'inserted': [{'name': 'Activity AR', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AS', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}, {'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {}}]}"
